make,model,suburb,count
VOLVO,XC70,AINSLIE,1
VOLVO,XC90,AINSLIE,8
VOLVO,XL60,AINSLIE,3
TOYOTA,COROLLA,ALBANY CREEK,1
TOYOTA,CAMRY,ALEXANDRIA,1
ALFA ROMEO,159,AMAROO,1
ALFA ROMEO,4C SERIES,AMAROO,1
ALFA ROMEO,949 STELVIO,AMAROO,1
ALFA ROMEO,GIULIA,AMAROO,1
ALFA ROMEO,GIULIETTA,AMAROO,3
ALFA ROMEO,GIULIETTA SERIES,AMAROO,1
ALFA ROMEO,MITO,AMAROO,2
AUDI,80,AMAROO,1
AUDI,8R SQ5,AMAROO,1
AUDI,A1,AMAROO,2
AUDI,A3,AMAROO,5
AUDI,A4,AMAROO,4
AUDI,A5,AMAROO,4
AUDI,A6,AMAROO,5
AUDI,AY,AMAROO,1
AUDI,Q3,AMAROO,1
AUDI,Q5,AMAROO,2
AUDI,Q7,AMAROO,3
AUDI,QUATTRO,AMAROO,1
AUDI,RS3,AMAROO,1
AUDI,S3,AMAROO,1
AUDI,S4,AMAROO,2
AUDI,S6,AMAROO,1
AUDI,SQ5,AMAROO,1
AUDI,TT,AMAROO,2
BMW,118I,AMAROO,1
BMW,120I,AMAROO,2
BMW,235I,AMAROO,1
BMW,3 SER E46,AMAROO,1
BMW,3 SERIES,AMAROO,1
BMW,3 SERIES E90 MY2010,AMAROO,2
BMW,3 SERIES F30,AMAROO,1
BMW,3 SERIES G20,AMAROO,1
BMW,316I,AMAROO,1
BMW,318,AMAROO,1
BMW,318D,AMAROO,1
BMW,318I,AMAROO,2
BMW,318TI,AMAROO,1
BMW,320D,AMAROO,1
BMW,320I,AMAROO,7
BMW,323I,AMAROO,1
BMW,325,AMAROO,1
BMW,325CI,AMAROO,1
BMW,325I,AMAROO,1
BMW,325TI,AMAROO,1
BMW,328I,AMAROO,3
BMW,330CI,AMAROO,1
BMW,330I,AMAROO,1
BMW,335I,AMAROO,1
BMW,430I,AMAROO,1
BMW,435I,AMAROO,1
BMW,5 SERIES F10,AMAROO,1
BMW,528I,AMAROO,1
BMW,530I,AMAROO,1
BMW,BMW I8,AMAROO,1
BMW,E84X1,AMAROO,1
BMW,F45 2 SERIES,AMAROO,1
BMW,F48 X1,AMAROO,3
BMW,X1,AMAROO,2
BMW,X3,AMAROO,11
BMW,X5,AMAROO,8
BMW,Z4,AMAROO,1
CHERY,T1X SERIES J11,AMAROO,1
CHEVROLET,CORVETTE,AMAROO,1
CHRYSLER,300,AMAROO,1
CHRYSLER,300C,AMAROO,1
CHRYSLER,JEEP CHEROKEE,AMAROO,1
CHRYSLER,VOYAGER,AMAROO,1
CITROEN,BERLINGO,AMAROO,1
CITROEN,C2,AMAROO,1
CITROEN,C3,AMAROO,1
CITROEN,C4,AMAROO,1
DAEWOO,LACETTI,AMAROO,1
DAIHATSU,CHARADE,AMAROO,1
DAIHATSU,SIRION,AMAROO,1
DAIMLER,DOUBLE SIX,AMAROO,1
DODGE,JOURNEY,AMAROO,1
DODGE,JOURNEY JC WAGON,AMAROO,1
DODGE,RAM3500,AMAROO,1
FIAT,500,AMAROO,1
FIAT,500 SERIES,AMAROO,1
FIAT,500X SERIES,AMAROO,1
FIAT,ABARTH 124 SPIDER,AMAROO,1
FIAT,DUCATO,AMAROO,2
FIAT,FREEMONT JF,AMAROO,2
FIAT,SPYDER,AMAROO,1
FODEN,TERRITORY,AMAROO,1
FORD,AU,AMAROO,1
FORD,AUIII,AMAROO,2
FORD,BA MK 11 FALCON,AMAROO,1
FORD,BA MK LL FALCON,AMAROO,2
FORD,COBRA,AMAROO,1
FORD,COURIER,AMAROO,3
FORD,ESCAPE,AMAROO,4
FORD,ESCORT,AMAROO,1
FORD,EVEREST,AMAROO,3
FORD,F100,AMAROO,1
FORD,F250,AMAROO,1
FORD,FAIRLANE,AMAROO,1
FORD,FALCON,AMAROO,78
FORD,FESTIVA,AMAROO,4
FORD,FIESTA,AMAROO,23
FORD,FM MUSTANG COUPE,AMAROO,4
FORD,FOCUS,AMAROO,61
FORD,FUTURA,AMAROO,2
FORD,GALAXY,AMAROO,1
FORD,KUGA,AMAROO,1
FORD,KUGA 2,AMAROO,5
FORD,LASER,AMAROO,5
FORD,MC MODEO 3 HATCH,AMAROO,1
FORD,MODEO,AMAROO,1
FORD,MONDEO,AMAROO,7
FORD,MUSTANG,AMAROO,1
FORD,PASS 2 BA FALCON,AMAROO,1
FORD,PASS CAR 2 BA FALCON,AMAROO,2
FORD,RANGER,AMAROO,36
FORD,TELSTAR,AMAROO,1
FORD,TERRATORY,AMAROO,1
FORD,TERRITORY,AMAROO,50
FORD,TRANSIT,AMAROO,1
FREIGHTER,3 AXLE,AMAROO,1
GREAT WALL,STEED 4WD LUX,AMAROO,1
GREAT WALL,V240,AMAROO,1
HINO,300C,AMAROO,1
HINO,FE,AMAROO,1
HOLDEN,AC ACADIA,AMAROO,1
HOLDEN,ACCLAIM,AMAROO,1
HOLDEN,APOLLO,AMAROO,1
HOLDEN,ASTRA,AMAROO,43
HOLDEN,BARINA,AMAROO,22
HOLDEN,CALAIS,AMAROO,6
HOLDEN,CAPRICE,AMAROO,3
HOLDEN,CAPTIVA,AMAROO,30
HOLDEN,CLUBSPORT,AMAROO,2
HOLDEN,COLARADO7,AMAROO,1
HOLDEN,COLORADO,AMAROO,20
HOLDEN,COMBO,AMAROO,2
HOLDEN,COMMDORE,AMAROO,1
HOLDEN,COMMMODORE,AMAROO,1
HOLDEN,COMMODORE,AMAROO,105
HOLDEN,COMMODORE`,AMAROO,1
HOLDEN,COMMONDORE,AMAROO,1
HOLDEN,COMMORDORE,AMAROO,1
HOLDEN,COMODORE,AMAROO,1
HOLDEN,CREWMAN,AMAROO,1
HOLDEN,CRUISE,AMAROO,2
HOLDEN,CRUIZE,AMAROO,1
HOLDEN,CRUZE,AMAROO,39
HOLDEN,EH,AMAROO,1
HOLDEN,EPICA,AMAROO,4
HOLDEN,EQ EQUINOX,AMAROO,3
HOLDEN,FJ,AMAROO,1
HOLDEN,HQ,AMAROO,2
HOLDEN,HZ,AMAROO,1
HOLDEN,INSIGNIA,AMAROO,1
HOLDEN,JACKAROO,AMAROO,2
HOLDEN,KINGSWOOD,AMAROO,2
HOLDEN,MALOO,AMAROO,2
HOLDEN,MONARO,AMAROO,2
HOLDEN,MONERO,AMAROO,1
HOLDEN,NOVA,AMAROO,1
HOLDEN,OMEGA,AMAROO,1
HOLDEN,RODEO,AMAROO,8
HOLDEN,ROSEO,AMAROO,1
HOLDEN,SENATOR,AMAROO,1
HOLDEN,STATESMAN,AMAROO,2
HOLDEN,SV6,AMAROO,1
HOLDEN,TJ TRAX,AMAROO,6
HOLDEN,TORANA,AMAROO,2
HOLDEN,TRAILBLAZER,AMAROO,3
HOLDEN,TRAX,AMAROO,1
HOLDEN,VE COMM SEDAN MY 12,AMAROO,1
HOLDEN,VE SV6 MY12,AMAROO,2
HOLDEN,VE UTILITY,AMAROO,1
HOLDEN,VE UTILITY COMM MY12,AMAROO,1
HOLDEN,VECTRA,AMAROO,3
HOLDEN,VF COM EVOKE WAG,AMAROO,1
HOLDEN,VF COM SS SED,AMAROO,1
HOLDEN,VIVA,AMAROO,3
HOLDEN,VR,AMAROO,1
HOLDEN,VT,AMAROO,1
HOLDEN,VX,AMAROO,3
HOLDEN,VY,AMAROO,3
HONDA,ACCORD,AMAROO,36
HONDA,CITY,AMAROO,2
HONDA,CITY 4DR SED 10,AMAROO,2
HONDA,CIVIC,AMAROO,33
HONDA,CRV,AMAROO,13
HONDA,EURO,AMAROO,1
HONDA,HRV,AMAROO,2
HONDA,INTEGRA,AMAROO,2
HONDA,JAZZ,AMAROO,24
HONDA,ODYSSEY,AMAROO,8
HONDA,PRELUDE,AMAROO,1
HUMMER,H3,AMAROO,1
HYUNDAI,120,AMAROO,1
HYUNDAI,130CW,AMAROO,1
HYUNDAI,145,AMAROO,1
HYUNDAI,1X35,AMAROO,1
HYUNDAI,ACCENT,AMAROO,8
HYUNDAI,DH GENESIS,AMAROO,1
HYUNDAI,DM,AMAROO,5
HYUNDAI,ELANTA,AMAROO,1
HYUNDAI,ELANTRA,AMAROO,21
HYUNDAI,EXCEL,AMAROO,1
HYUNDAI,FD  I30CW,AMAROO,2
HYUNDAI,FS VELOSTER COUPE,AMAROO,2
HYUNDAI,GETZ,AMAROO,25
HYUNDAI,GRANDEUR,AMAROO,1
HYUNDAI,I MAX,AMAROO,1
HYUNDAI,I130,AMAROO,1
HYUNDAI,I20,AMAROO,5
HYUNDAI,I30,AMAROO,44
HYUNDAI,I30CW,AMAROO,1
HYUNDAI,I40,AMAROO,1
HYUNDAI,I45,AMAROO,2
HYUNDAI,ILOAD,AMAROO,2
HYUNDAI,IMAX,AMAROO,1
HYUNDAI,IX35,AMAROO,6
HYUNDAI,KONA,AMAROO,5
HYUNDAI,LANTRA,AMAROO,1
HYUNDAI,LM IX35 WAGON,AMAROO,9
HYUNDAI,PB   I20,AMAROO,1
HYUNDAI,PB I 20,AMAROO,2
HYUNDAI,SANTA,AMAROO,1
HYUNDAI,SANTA FE,AMAROO,11
HYUNDAI,SANTA FE CM DIESEL,AMAROO,1
HYUNDAI,SANTA FE SER II 7S,AMAROO,12
HYUNDAI,SANTA FE SR,AMAROO,1
HYUNDAI,SONATA,AMAROO,1
HYUNDAI,TERRACAN,AMAROO,2
HYUNDAI,TQ,AMAROO,1
HYUNDAI,TUCS0N,AMAROO,3
HYUNDAI,TUCSON,AMAROO,6
HYUNDAI,TUSCON,AMAROO,1
HYUNDAI,VELOSTER,AMAROO,3
ISUZU,DMAX,AMAROO,1
ISUZU,FRR,AMAROO,1
ISUZU,FSR700,AMAROO,1
ISUZU,FVR84A,AMAROO,1
ISUZU,NPR300,AMAROO,1
IVECO,ACCO,AMAROO,2
JAGUAR,MARK V,AMAROO,1
JAGUAR,XE,AMAROO,2
JAGUAR,XJ8,AMAROO,1
JAGUAR,XK,AMAROO,1
JAGUAR,XK140,AMAROO,1
JEEP,CHEROKEE,AMAROO,20
JEEP,COMPASS,AMAROO,1
JEEP,GRAND CHEROKEE,AMAROO,5
JEEP,GRANDCHEROKEE,AMAROO,1
JEEP,LAREDO,AMAROO,1
JEEP,PATRIOT,AMAROO,2
JEEP,WRANGER,AMAROO,1
JEEP,WRANGLER,AMAROO,5
KENWORTH,T358,AMAROO,1
KENWORTH,T601,AMAROO,1
KENWORTH,T604,AMAROO,1
KIA,CARNIVAL,AMAROO,18
KIA,CARNIVEL,AMAROO,1
KIA,CERATO,AMAROO,21
KIA,JA PICANTO HATCH,AMAROO,1
KIA,KIA PICANTO HATCH,AMAROO,2
KIA,KIA STINGER 3.3T,AMAROO,1
KIA,OPTIMA,AMAROO,1
KIA,PICANTO,AMAROO,1
KIA,RIO,AMAROO,24
KIA,SORENTO,AMAROO,17
KIA,SORRENTO,AMAROO,1
KIA,SOUL,AMAROO,2
KIA,SPORTAGE,AMAROO,20
LAMBORGHINI,GALLARDO,AMAROO,1
LAND ROVER,DEFENDER,AMAROO,1
LAND ROVER,DICOVERY 3,AMAROO,1
LAND ROVER,DISCOVERY,AMAROO,6
LAND ROVER,MILITARY,AMAROO,1
LAND ROVER,RANGE ROVER EVOQUE,AMAROO,4
LAND ROVER,RANGE ROVER SPORT,AMAROO,1
LAND ROVER,VELAR,AMAROO,1
LEXUS,1S250,AMAROO,2
LEXUS,CT 200H 10 SER,AMAROO,2
LEXUS,ES300,AMAROO,1
LEXUS,ES300H,AMAROO,1
LEXUS,IS 300H SER,AMAROO,1
LEXUS,IS200,AMAROO,1
LEXUS,IS250,AMAROO,1
LEXUS,IS250C,AMAROO,1
LEXUS,IS300,AMAROO,1
LEXUS,IS350,AMAROO,3
LEXUS,ISF,AMAROO,1
LEXUS,NX 300H,AMAROO,1
LEXUS,RX 350 ( 30 SERIES),AMAROO,1
LEXUS,RX350,AMAROO,3
LEXUS,RX450H,AMAROO,1
LOW VOLUME VIN,3 AXLE MIDDLE,AMAROO,1
LOW VOLUME VIN,3 AXLE SEMI,AMAROO,1
MAHINDRA,PIK UP,AMAROO,1
MASERATI,M138,AMAROO,1
MAZDA,121,AMAROO,3
MAZDA,2,AMAROO,28
MAZDA,2A,AMAROO,3
MAZDA,2B,AMAROO,13
MAZDA,2BB SEDAN,AMAROO,1
MAZDA,3,AMAROO,141
MAZDA,323,AMAROO,7
MAZDA,323P,AMAROO,2
MAZDA,3A,AMAROO,5
MAZDA,3B,AMAROO,3
MAZDA,3B HATCH,AMAROO,6
MAZDA,3B HATCHBACK,AMAROO,7
MAZDA,3B SEDAN,AMAROO,13
MAZDA,3C,AMAROO,1
MAZDA,6,AMAROO,30
MAZDA,626,AMAROO,3
MAZDA,626L,AMAROO,2
MAZDA,6A,AMAROO,2
MAZDA,6B HATCH,AMAROO,1
MAZDA,6B SEDAN,AMAROO,2
MAZDA,B2500,AMAROO,2
MAZDA,B2600,AMAROO,2
MAZDA,BRAVO,AMAROO,2
MAZDA,BT50,AMAROO,9
MAZDA,CX3,AMAROO,2
MAZDA,CX5,AMAROO,9
MAZDA,CX7,AMAROO,1
MAZDA,CX7A,AMAROO,1
MAZDA,CX9,AMAROO,7
MAZDA,E0002,AMAROO,1
MAZDA,MAZDA2,AMAROO,2
MAZDA,MPV,AMAROO,1
MAZDA,MX5,AMAROO,3
MAZDA,NEO,AMAROO,1
MAZDA,PREMACY,AMAROO,1
MAZDA,RX8,AMAROO,2
MAZDA,RX8A,AMAROO,1
MAZDA,SIX,AMAROO,1
MAZDA,TRIBUTE,AMAROO,3
MERCEDES,164 M CLASS,AMAROO,1
MERCEDES,164 M CLASS (2010),AMAROO,1
MERCEDES,166 M CLASS,AMAROO,1
MERCEDES,202,AMAROO,2
MERCEDES,203,AMAROO,2
MERCEDES,204,AMAROO,1
MERCEDES,204 C CLASS,AMAROO,1
MERCEDES,204 C CLASS SEDAN,AMAROO,1
MERCEDES,205 C CLASS MY14,AMAROO,1
MERCEDES,205 C CLASS MY16,AMAROO,1
MERCEDES,207 E CLASS COUPE 13,AMAROO,1
MERCEDES,212 E CLASS 2014,AMAROO,1
MERCEDES,213 E CLASS 2018,AMAROO,1
MERCEDES,246 B CLASS,AMAROO,1
MERCEDES,246 B CLASS 2013,AMAROO,1
MERCEDES,280E,AMAROO,1
MERCEDES,420 SEL,AMAROO,1
MERCEDES,A160,AMAROO,1
MERCEDES,A45,AMAROO,1
MERCEDES,B200,AMAROO,1
MERCEDES,C180,AMAROO,2
MERCEDES,C200,AMAROO,1
MERCEDES,C250,AMAROO,4
MERCEDES,C320,AMAROO,1
MERCEDES,C63,AMAROO,2
MERCEDES,CLA 117 MY13,AMAROO,1
MERCEDES,CLA 117 MY15,AMAROO,3
MERCEDES,CLA 117 MY16,AMAROO,2
MERCEDES,CLA 45,AMAROO,1
MERCEDES,CLK280,AMAROO,1
MERCEDES,CLK350,AMAROO,1
MERCEDES,E220,AMAROO,1
MERCEDES,E270,AMAROO,1
MERCEDES,E350,AMAROO,1
MERCEDES,GCA200,AMAROO,1
MERCEDES,GLA180,AMAROO,1
MERCEDES,GLA220D,AMAROO,1
MERCEDES,GLA45,AMAROO,1
MERCEDES,GLC CLASS MY16,AMAROO,2
MERCEDES,LCV2,AMAROO,2
MERCEDES,ML320,AMAROO,2
MERCEDES,ML350,AMAROO,3
MERCEDES,R350,AMAROO,1
MERCEDES,SPRINTER,AMAROO,2
MERCEDES,VITO,AMAROO,4
MERCEDES,X156 GLA CLASS MY16,AMAROO,1
MG,AZS1 ZS,AMAROO,1
MG,F,AMAROO,1
MINI,COOPER,AMAROO,3
MINI,F56,AMAROO,5
MINI,MINI,AMAROO,2
MINI,R56 MINI,AMAROO,1
MITSUBISHI,2 AXLE,AMAROO,1
MITSUBISHI,380,AMAROO,8
MITSUBISHI,386,AMAROO,1
MITSUBISHI,ASX,AMAROO,17
MITSUBISHI,CANTER,AMAROO,1
MITSUBISHI,CHALLENGER,AMAROO,4
MITSUBISHI,COLT,AMAROO,6
MITSUBISHI,DELICA,AMAROO,1
MITSUBISHI,ECLIPSE CROSS GK,AMAROO,1
MITSUBISHI,EXPRESS,AMAROO,6
MITSUBISHI,FK617,AMAROO,1
MITSUBISHI,FM600,AMAROO,1
MITSUBISHI,FUSO,AMAROO,1
MITSUBISHI,GRANDIS,AMAROO,2
MITSUBISHI,LANCER,AMAROO,60
MITSUBISHI,LANCOR,AMAROO,1
MITSUBISHI,MAGNA,AMAROO,12
MITSUBISHI,MIRAGE,AMAROO,13
MITSUBISHI,OUTLANDER,AMAROO,13
MITSUBISHI,PAJERO,AMAROO,16
MITSUBISHI,ROSA,AMAROO,2
MITSUBISHI,SIGMA,AMAROO,1
MITSUBISHI,TRITON,AMAROO,30
MITSUBISHI,VERADA,AMAROO,2
MORRIS,MINOR,AMAROO,1
NISSAN,350Z,AMAROO,1
NISSAN,370Z,AMAROO,2
NISSAN,BLUEBIRD,AMAROO,1
NISSAN,DUALIS,AMAROO,11
NISSAN,ELGRAND,AMAROO,2
NISSAN,J11 QASHQAI,AMAROO,15
NISSAN,JUKE,AMAROO,2
NISSAN,L33 ALTIMA,AMAROO,1
NISSAN,MAXIMA,AMAROO,4
NISSAN,MICRA,AMAROO,7
NISSAN,MORANO,AMAROO,1
NISSAN,MURANO,AMAROO,5
NISSAN,NAVARA,AMAROO,28
NISSAN,PATHFINDER,AMAROO,10
NISSAN,PATROL,AMAROO,9
NISSAN,PULSAR,AMAROO,43
NISSAN,QASHQAI,AMAROO,4
NISSAN,R52 PATHFINDER,AMAROO,11
NISSAN,SKYLINE,AMAROO,3
NISSAN,TIDA,AMAROO,2
NISSAN,TIIDA,AMAROO,7
NISSAN,XTRAIL,AMAROO,10
OPEL,ASTRA,AMAROO,1
PEDIGREE,207,AMAROO,1
PEUGEOT,206,AMAROO,2
PEUGEOT,207,AMAROO,3
PEUGEOT,208 SERIES,AMAROO,1
PEUGEOT,306,AMAROO,1
PEUGEOT,307,AMAROO,3
PEUGEOT,308,AMAROO,4
PEUGEOT,4008 SERIES,AMAROO,2
PEUGEOT,407,AMAROO,1
PEUGEOT,EXPERT,AMAROO,1
PORSCHE,911,AMAROO,2
PORSCHE,911T,AMAROO,1
PORSCHE,CAYENNE,AMAROO,3
PORSCHE,CAYMAN,AMAROO,1
PORSCHE,MACAN,AMAROO,1
PROTON,GEN 2,AMAROO,1
PROTON,JUMBUCK,AMAROO,1
PROTON,PREVE,AMAROO,1
RENAULT,CL10,AMAROO,1
RENAULT,KANGOO,AMAROO,1
RENAULT,KOLEOS,AMAROO,3
RENAULT,LAGUNA,AMAROO,2
RENAULT,MEGANE,AMAROO,2
RENAULT,X98 CLIO 4,AMAROO,3
SAAB,93,AMAROO,2
SKODA,FABIA,AMAROO,4
SKODA,KODIAQ,AMAROO,1
SKODA,NJ FABIA SEDAN,AMAROO,1
SKODA,OCTAVIA,AMAROO,10
SKODA,OLTAVA,AMAROO,1
SKODA,OTAVIA,AMAROO,1
SKODA,SUBARU,AMAROO,1
SKODA,SUPERB,AMAROO,1
SKODA,YETI,AMAROO,1
SMART,451,AMAROO,1
SMART,454,AMAROO,1
SMART,FORFOUR,AMAROO,2
STERLING,HX7500,AMAROO,1
SUBARU,FORESTER,AMAROO,43
SUBARU,FORRESTER,AMAROO,4
SUBARU,IMPREZA,AMAROO,35
SUBARU,IMPREZZA,AMAROO,1
SUBARU,LIBERTY,AMAROO,33
SUBARU,OUTBACK,AMAROO,14
SUBARU,S,AMAROO,1
SUBARU,SUBARU LEVORG,AMAROO,1
SUBARU,TRIBECA,AMAROO,2
SUBARU,WRX,AMAROO,5
SUBARU,XV,AMAROO,21
SUZUKI,ALTO,AMAROO,3
SUZUKI,APV,AMAROO,1
SUZUKI,BALENO,AMAROO,1
SUZUKI,CAPPUCCINO,AMAROO,1
SUZUKI,CELERIO,AMAROO,1
SUZUKI,FR KIZASHI,AMAROO,1
SUZUKI,IGNIS,AMAROO,1
SUZUKI,JIMNY,AMAROO,2
SUZUKI,LY VITARA,AMAROO,4
SUZUKI,SIERRA,AMAROO,1
SUZUKI,SWIFT,AMAROO,27
SUZUKI,SX4,AMAROO,3
SUZUKI,VITARA,AMAROO,5
TESLA,MODEL S,AMAROO,1
TOYOTA,4 RUNNER,AMAROO,1
TOYOTA,86,AMAROO,1
TOYOTA,86 ZN6 SER,AMAROO,7
TOYOTA,90 SER AUG 08 PRO,AMAROO,2
TOYOTA,90 SER AUG 08 PROD,AMAROO,1
TOYOTA,ALTISE,AMAROO,2
TOYOTA,AURION,AMAROO,30
TOYOTA,AVALON,AMAROO,5
TOYOTA,AVENSIS,AMAROO,1
TOYOTA,CAMPY,AMAROO,1
TOYOTA,CAMRY,AMAROO,84
TOYOTA,CELICA,AMAROO,1
TOYOTA,CHASER,AMAROO,1
TOYOTA,COROLLA,AMAROO,141
TOYOTA,CORROLA,AMAROO,1
TOYOTA,CORROLLA,AMAROO,2
TOYOTA,DYNA,AMAROO,1
TOYOTA,ECHO,AMAROO,7
TOYOTA,FJ CRUISER,AMAROO,2
TOYOTA,FORTUNER,AMAROO,1
TOYOTA,HI ACE,AMAROO,3
TOYOTA,HI ACE 200SER,AMAROO,1
TOYOTA,HIACE,AMAROO,11
TOYOTA,HILIUX,AMAROO,1
TOYOTA,HILUX,AMAROO,50
TOYOTA,KLUGA,AMAROO,2
TOYOTA,KLUGER,AMAROO,38
TOYOTA,LAND CRUISER,AMAROO,5
TOYOTA,LANDCRUISER,AMAROO,18
TOYOTA,LANDRCRUISER,AMAROO,1
TOYOTA,LEXCEN,AMAROO,1
TOYOTA,MR2,AMAROO,1
TOYOTA,MRZ,AMAROO,1
TOYOTA,PIRUS V 40 SER,AMAROO,3
TOYOTA,PRADO,AMAROO,25
TOYOTA,PRIUS,AMAROO,6
TOYOTA,PRUIS,AMAROO,1
TOYOTA,RAV 4,AMAROO,10
TOYOTA,RAV4,AMAROO,27
TOYOTA,RAV40 SER DIESEL,AMAROO,2
TOYOTA,RUKUS,AMAROO,1
TOYOTA,STARLET,AMAROO,3
TOYOTA,SUPRA,AMAROO,1
TOYOTA,TARAGO,AMAROO,16
TOYOTA,YARIS,AMAROO,38
TOYOTA,YARRIS,AMAROO,1
TRIUMPH,TR4A,AMAROO,1
VOLGREN,POLO,AMAROO,1
VOLKSWAGEN,AMAROK,AMAROO,10
VOLKSWAGEN,ARTEON,AMAROO,1
VOLKSWAGEN,BEETLE,AMAROO,3
VOLKSWAGEN,BORA,AMAROO,1
VOLKSWAGEN,CADDY,AMAROO,5
VOLKSWAGEN,CRAFTER,AMAROO,1
VOLKSWAGEN,EOS,AMAROO,1
VOLKSWAGEN,GOLD,AMAROO,1
VOLKSWAGEN,GOLF,AMAROO,84
VOLKSWAGEN,JETTA,AMAROO,5
VOLKSWAGEN,MULTIVAN,AMAROO,3
VOLKSWAGEN,PASSAT,AMAROO,17
VOLKSWAGEN,POLO,AMAROO,20
VOLKSWAGEN,SCIROCCO R,AMAROO,2
VOLKSWAGEN,TIGUAN,AMAROO,8
VOLKSWAGEN,TIGUAN MY17 WAGON,AMAROO,6
VOLKSWAGEN,TOUAREG,AMAROO,4
VOLKSWAGEN,TOUREG,AMAROO,1
VOLKSWAGEN,TRANSPORTER,AMAROO,3
VOLKSWAGEN,TYPE 2KN,AMAROO,1
VOLKSWAGEN,TYPE 7HK,AMAROO,1
VOLVO,560,AMAROO,1
VOLVO,F12,AMAROO,1
VOLVO,N12,AMAROO,1
VOLVO,S40,AMAROO,2
VOLVO,S60,AMAROO,1
VOLVO,V40,AMAROO,1
VOLVO,V50,AMAROO,1
VOLVO,XC40,AMAROO,1
VOLVO,XC60,AMAROO,7
VOLVO,XC90,AMAROO,4
YORK,COROLLA,AMAROO,1
HOLDEN,RODEO,ANNERLEY,1
TOYOTA,HILUX,ANUKA,1
ALFA ROMEO,156JTS,ARANDA,1
ALFA ROMEO,1750GT VELOCE,ARANDA,1
ALFA ROMEO,BRERA,ARANDA,1
ALFA ROMEO,GIULIETTA,ARANDA,1
ALFA ROMEO,GIYLIETTA,ARANDA,1
ALFA ROMEO,GUILIETTA,ARANDA,1
ALFA ROMEO,ROMEO,ARANDA,1
AUDI,A1,ARANDA,1
AUDI,A3,ARANDA,6
AUDI,A4,ARANDA,4
AUDI,A5,ARANDA,1
AUDI,A6,ARANDA,3
AUDI,A8L,ARANDA,1
AUDI,AUDI Q3,ARANDA,2
AUDI,Q3,ARANDA,3
AUDI,Q5,ARANDA,6
AUDI,Q7,ARANDA,2
AUDI,RS3 SEDAN,ARANDA,1
AUDI,TT,ARANDA,5
BMW,1 SERIES E87,ARANDA,1
BMW,1 SERIES F20 HATCH,ARANDA,1
BMW,3 SERIES,ARANDA,1
BMW,3 SERIES E90,ARANDA,1
BMW,3 SERIES F30,ARANDA,2
BMW,318I,ARANDA,2
BMW,323,ARANDA,1
BMW,325I,ARANDA,1
BMW,328I,ARANDA,1
BMW,335I,ARANDA,1
BMW,530I,ARANDA,1
BMW,535D,ARANDA,1
BMW,COOPER S,ARANDA,1
BMW,E 84 BMW X1,ARANDA,1
BMW,F45 2 SERIES,ARANDA,1
BMW,F48 X1,ARANDA,1
BMW,M3,ARANDA,1
BMW,X1,ARANDA,1
BMW,X3,ARANDA,3
BMW,X5,ARANDA,4
CHRYSLER,VALIANT,ARANDA,1
CITROEN,C3,ARANDA,4
CITROEN,C4,ARANDA,5
CITROEN,C5,ARANDA,2
CITROEN,XSARA,ARANDA,1
DAEWOO,KALOS,ARANDA,1
DAEWOO,NUBIRA,ARANDA,1
DAIHATSU,CHARADE,ARANDA,2
ELFIN,MS8,ARANDA,1
ELFIN,MS8C,ARANDA,1
FERRARI,DINO 246GTS,ARANDA,1
FIAT,500 SERIES,ARANDA,2
FIAT,FREEMONT JF,ARANDA,2
FIAT,PUNTO,ARANDA,1
FORD,AU11,ARANDA,1
FORD,BK ECOSPORT 1,ARANDA,1
FORD,CAPRI,ARANDA,1
FORD,CORTINA,ARANDA,1
FORD,COURIER,ARANDA,1
FORD,ECONOVAN,ARANDA,1
FORD,ESCAPE,ARANDA,3
FORD,EVEREST,ARANDA,2
FORD,EXPLORER,ARANDA,1
FORD,FAIRLANE,ARANDA,1
FORD,FAIRMONT,ARANDA,1
FORD,FALCON,ARANDA,26
FORD,FESTIVA,ARANDA,1
FORD,FIESTA,ARANDA,10
FORD,FOCUS,ARANDA,23
FORD,FUTURA,ARANDA,1
FORD,KUGA,ARANDA,1
FORD,KUGA 2,ARANDA,1
FORD,LASER,ARANDA,2
FORD,MONDEO,ARANDA,2
FORD,MUSTANG,ARANDA,4
FORD,PASS 2 BA FALCON,ARANDA,1
FORD,PASS CAR 2 BA,ARANDA,1
FORD,RANGER,ARANDA,10
FORD,TELSTAR,ARANDA,1
FORD,TERRITORY,ARANDA,13
FORD,XR6,ARANDA,1
GREAT WALL,V240,ARANDA,1
HINO,616,ARANDA,1
HOLDEN,ADVENTURA,ARANDA,1
HOLDEN,ASTRA,ARANDA,13
HOLDEN,BARINA,ARANDA,7
HOLDEN,CALAIS,ARANDA,1
HOLDEN,CAPITIVA,ARANDA,1
HOLDEN,CAPRICE,ARANDA,1
HOLDEN,CAPTIVA,ARANDA,8
HOLDEN,"CLUBSPORT, GTS",ARANDA,1
HOLDEN,COLORADO,ARANDA,5
HOLDEN,COMMDORE,ARANDA,1
HOLDEN,COMMODORE,ARANDA,33
HOLDEN,CREWMAN,ARANDA,1
HOLDEN,CRUZE,ARANDA,7
HOLDEN,EQ EQUINOX,ARANDA,1
HOLDEN,FJ,ARANDA,1
HOLDEN,GTS,ARANDA,1
HOLDEN,RODEO,ARANDA,6
HOLDEN,STATESMAN,ARANDA,1
