make,model,suburb,count
MAZDA,626,CHIFLEY,3
MAZDA,6A,CHIFLEY,2
MAZDA,BRAVO,CHIFLEY,1
MAZDA,BT50,CHIFLEY,2
MAZDA,CX3,CHIFLEY,2
MAZDA,CX5,CHIFLEY,5
MAZDA,CX9,CHIFLEY,4
MAZDA,MAZDA2,CHIFLEY,2
MAZDA,MPV,CHIFLEY,1
MAZDA,MX5,CHIFLEY,1
MAZDA,PREMACY,CHIFLEY,1
MAZDA,RX7,CHIFLEY,1
MAZDA,T4600D,CHIFLEY,1
MAZDA,TRIBUTE,CHIFLEY,1
MERCEDES,200E,CHIFLEY,1
MERCEDES,203,CHIFLEY,1
MERCEDES,205 C CLASS MY16,CHIFLEY,1
MERCEDES,246 B CLASS 2013,CHIFLEY,1
MERCEDES,250,CHIFLEY,1
MERCEDES,450EL,CHIFLEY,1
MERCEDES,A190,CHIFLEY,1
MERCEDES,A45,CHIFLEY,1
MERCEDES,C180,CHIFLEY,1
MERCEDES,C180K,CHIFLEY,1
MERCEDES,C200,CHIFLEY,3
MERCEDES,C350E,CHIFLEY,1
MERCEDES,CLK320,CHIFLEY,1
MERCEDES,GLA CLASS MY17,CHIFLEY,1
MERCEDES,GLC CLASS MY17,CHIFLEY,1
MERCEDES,SPRINTER,CHIFLEY,1
MERCEDES,X156,CHIFLEY,1
MERCEDES,X166 GLS CLASS MY16,CHIFLEY,1
MINI,COOPER,CHIFLEY,2
MINI,F56,CHIFLEY,1
MINI,MINI,CHIFLEY,2
MINI,R56 MINI,CHIFLEY,1
MITSUBISHI,380,CHIFLEY,3
MITSUBISHI,ASX,CHIFLEY,7
MITSUBISHI,CANTER,CHIFLEY,2
MITSUBISHI,CHALLENGER,CHIFLEY,2
MITSUBISHI,COLT,CHIFLEY,1
MITSUBISHI,DELICA,CHIFLEY,1
MITSUBISHI,EXPRESS,CHIFLEY,3
MITSUBISHI,GRANDIS,CHIFLEY,1
MITSUBISHI,LANCER,CHIFLEY,32
MITSUBISHI,MAGNA,CHIFLEY,4
MITSUBISHI,MIRAGE,CHIFLEY,7
MITSUBISHI,OUTLANDER,CHIFLEY,6
MITSUBISHI,PAJERO,CHIFLEY,3
MITSUBISHI,TRITON,CHIFLEY,4
MITSUBISHI,VERADA,CHIFLEY,1
NAMORE,B4000,CHIFLEY,1
NISSAN,200SX,CHIFLEY,1
NISSAN,350Z,CHIFLEY,1
NISSAN,DUALIS,CHIFLEY,3
NISSAN,J11 QASHQAI,CHIFLEY,4
NISSAN,MAXIMA,CHIFLEY,6
NISSAN,MICRA,CHIFLEY,4
NISSAN,NAVARA,CHIFLEY,12
NISSAN,PATH FINDER,CHIFLEY,1
NISSAN,PATHFINDER,CHIFLEY,2
NISSAN,PATROL,CHIFLEY,4
NISSAN,PULSAR,CHIFLEY,12
NISSAN,R52 PATHFINDER,CHIFLEY,2
NISSAN,SKYLINE,CHIFLEY,2
NISSAN,TIIDA,CHIFLEY,2
NISSAN,X TRAIL,CHIFLEY,1
NISSAN,XTRAIL,CHIFLEY,8
PACESETTER,206,CHIFLEY,1
PEUGEOT,206,CHIFLEY,2
PEUGEOT,208 SERIES,CHIFLEY,1
PEUGEOT,3008,CHIFLEY,1
PEUGEOT,307,CHIFLEY,3
PEUGEOT,308,CHIFLEY,4
PEUGEOT,4007,CHIFLEY,1
PEUGEOT,407,CHIFLEY,1
PEUGEOT,5008 SERIES,CHIFLEY,1
PONTIAC,FIREBIRD 400,CHIFLEY,1
RANGE ROVER,EVOQUE,CHIFLEY,1
RANGE ROVER,SPORT,CHIFLEY,2
RANGE ROVER,VOGUE,CHIFLEY,1
RENAULT,CLIO,CHIFLEY,2
RENAULT,KOLEOS,CHIFLEY,1
RENAULT,MEGANE,CHIFLEY,3
RENAULT,SCENIC,CHIFLEY,2
RENAULT,SENIC,CHIFLEY,1
RENAULT,TRAFIC,CHIFLEY,2
RENAULT,X98 CLIO 4,CHIFLEY,1
SAAB,9000,CHIFLEY,1
SAAB,93,CHIFLEY,1
SKODA,KODIAQ,CHIFLEY,1
SKODA,NH RAPID SPACEBACK,CHIFLEY,1
SKODA,NJ FABIA SEDAN,CHIFLEY,1
SKODA,OCTAVIA,CHIFLEY,8
SKODA,RAPID,CHIFLEY,1
SKODA,SUPERB,CHIFLEY,3
SKODA,YETI,CHIFLEY,1
SMART,451,CHIFLEY,1
SUBARU,FORESTER,CHIFLEY,30
SUBARU,IMPREZA,CHIFLEY,10
SUBARU,IMPREZZA,CHIFLEY,3
SUBARU,LIBERTY,CHIFLEY,13
SUBARU,OUTBACK,CHIFLEY,13
SUBARU,WRX,CHIFLEY,2
SUBARU,XV,CHIFLEY,7
SUZUKI,ALTO,CHIFLEY,1
SUZUKI,FR KIZASHI,CHIFLEY,1
SUZUKI,IGNIS,CHIFLEY,1
SUZUKI,S CROSS,CHIFLEY,1
SUZUKI,SWIFT,CHIFLEY,10
SUZUKI,SX4,CHIFLEY,3
SUZUKI,VITARA,CHIFLEY,6
TOYOTA,86,CHIFLEY,1
TOYOTA,86 ZN6 SER,CHIFLEY,1
TOYOTA,90 SER AUG 08 PRO,CHIFLEY,2
TOYOTA,AURION,CHIFLEY,18
TOYOTA,CAMERY,CHIFLEY,1
TOYOTA,CAMRY,CHIFLEY,51
TOYOTA,CELICA,CHIFLEY,1
TOYOTA,COROLLA,CHIFLEY,60
TOYOTA,CORONA,CHIFLEY,1
TOYOTA,CRESSIDA,CHIFLEY,1
TOYOTA,ECHO,CHIFLEY,8
TOYOTA,FJ,CHIFLEY,1
TOYOTA,FJ CRUISER,CHIFLEY,2
TOYOTA,HI ACE 200SER,CHIFLEY,2
TOYOTA,HIACE,CHIFLEY,10
TOYOTA,HILUX,CHIFLEY,17
TOYOTA,KAKADU,CHIFLEY,1
TOYOTA,KLUGER,CHIFLEY,7
TOYOTA,LAND CRUISER,CHIFLEY,1
TOYOTA,LANDCRUISER,CHIFLEY,12
TOYOTA,LEXUS,CHIFLEY,1
TOYOTA,PRADO,CHIFLEY,11
TOYOTA,PRIUS,CHIFLEY,5
TOYOTA,PRUIS,CHIFLEY,1
TOYOTA,RAV 4,CHIFLEY,4
TOYOTA,RAV4,CHIFLEY,8
TOYOTA,RUKUS,CHIFLEY,1
TOYOTA,SECA,CHIFLEY,1
TOYOTA,SOARER,CHIFLEY,1
TOYOTA,SPRINTER,CHIFLEY,2
TOYOTA,SRINTER,CHIFLEY,1
TOYOTA,TARAGO,CHIFLEY,3
TOYOTA,VIENTA,CHIFLEY,1
TOYOTA,YARIS,CHIFLEY,30
VOLKSWAGEN,AMAROK,CHIFLEY,6
VOLKSWAGEN,BEETLE,CHIFLEY,1
VOLKSWAGEN,BORA,CHIFLEY,2
VOLKSWAGEN,CADDY,CHIFLEY,3
VOLKSWAGEN,GOLF,CHIFLEY,47
VOLKSWAGEN,JETTA,CHIFLEY,7
VOLKSWAGEN,PASSAT,CHIFLEY,12
VOLKSWAGEN,POLO,CHIFLEY,7
VOLKSWAGEN,TIGUAN,CHIFLEY,7
VOLKSWAGEN,TIGUAN MY17 WAGON,CHIFLEY,4
VOLKSWAGEN,TOUAREG,CHIFLEY,2
VOLKSWAGEN,TRANSPORTER,CHIFLEY,4
VOLKSWAGEN,TYPE 1 K GOLF 6,CHIFLEY,1
VOLVO,570,CHIFLEY,1
VOLVO,FH12,CHIFLEY,1
VOLVO,S70,CHIFLEY,1
VOLVO,V40,CHIFLEY,2
VOLVO,V60,CHIFLEY,1
VOLVO,XC60,CHIFLEY,6
VOLVO,XC60T6,CHIFLEY,1
VOLVO,XC90,CHIFLEY,3
WILLYS,TYPE 59,CHIFLEY,1
VOLKSWAGEN,POLO,CHIPPENDALE,1
ALFA ROMEO,147,CHISHOLM,1
ALFA ROMEO,159,CHISHOLM,1
ALFA ROMEO,75,CHISHOLM,1
ALFA ROMEO,GIULIETTA,CHISHOLM,1
ALFA ROMEO,GIULIETTA SERIES,CHISHOLM,2
ALFA ROMEO,GT,CHISHOLM,1
AM GENERAL,SINGLE AXEL TAG,CHISHOLM,1
ASTON MARTIN,DBS,CHISHOLM,1
AUDI,8K,CHISHOLM,1
AUDI,8RSQ5,CHISHOLM,1
AUDI,A1,CHISHOLM,2
AUDI,A3,CHISHOLM,2
AUDI,A4,CHISHOLM,5
AUDI,A6,CHISHOLM,1
AUDI,Q2,CHISHOLM,3
AUDI,Q3,CHISHOLM,1
AUDI,Q5,CHISHOLM,2
AUDI,S3,CHISHOLM,1
AUSTRALIAN,5TH WHEEL TRAILER,CHISHOLM,1
BARKER,SENTINEL,CHISHOLM,1
BENTLEY,CONTINENTAL,CHISHOLM,1
BMW,118I,CHISHOLM,1
BMW,120I,CHISHOLM,1
BMW,125I,CHISHOLM,1
BMW,135I,CHISHOLM,1
BMW,228I,CHISHOLM,1
BMW,3 SERIES E46,CHISHOLM,1
BMW,3 SERIES E90 MY2010,CHISHOLM,1
BMW,318I,CHISHOLM,3
BMW,318TI,CHISHOLM,1
BMW,320,CHISHOLM,1
BMW,320I,CHISHOLM,4
BMW,323I,CHISHOLM,3
BMW,325CI,CHISHOLM,2
BMW,325I,CHISHOLM,1
BMW,328I,CHISHOLM,1
BMW,330I,CHISHOLM,1
BMW,335I,CHISHOLM,1
BMW,3I81,CHISHOLM,1
BMW,5 SER E39,CHISHOLM,1
BMW,5401,CHISHOLM,1
BMW,E 84 BMW X1,CHISHOLM,1
BMW,F48 X1,CHISHOLM,1
BMW,X3,CHISHOLM,2
BMW,X4,CHISHOLM,3
BMW,X5,CHISHOLM,6
BMW,X6,CHISHOLM,1
BMW,XM,CHISHOLM,1
BUICK,1958 COUPE,CHISHOLM,1
CHERY,M1XS11,CHISHOLM,1
CHEVROLET,BELAIR,CHISHOLM,1
CHEVROLET,C30,CHISHOLM,1
CHEVROLET,CAMARO,CHISHOLM,1
CHEVROLET,CORVETTE,CHISHOLM,5
CHEVROLET,COUPE 1938,CHISHOLM,1
CHEVROLET,IMPALA,CHISHOLM,1
CHRYSLER,300,CHISHOLM,1
CHRYSLER,300C,CHISHOLM,3
CHRYSLER,AP6,CHISHOLM,1
CHRYSLER,PT CRUISER,CHISHOLM,1
CHRYSLER,VALIANT,CHISHOLM,1
CITROEN,C4,CHISHOLM,1
CITROEN,PLURIEL,CHISHOLM,1
CORVETT,STINGRAY,CHISHOLM,1
DAEWOO,J200,CHISHOLM,1
DAEWOO,KALOS,CHISHOLM,2
DAEWOO,TACUMA,CHISHOLM,1
DAIHATSU,APPLAUSE,CHISHOLM,1
DAIHATSU,CHARADE,CHISHOLM,2
DAIHATSU,DELTA,CHISHOLM,1
DAIHATSU,M100S,CHISHOLM,1
DAIHATSU,SIRION,CHISHOLM,1
DATSUN,1200,CHISHOLM,1
DODGE,CALIBER,CHISHOLM,1
FERRARI,308GTS,CHISHOLM,1
FIAT,500,CHISHOLM,1
FIAT,500 SERIES,CHISHOLM,4
FIAT,DUCATTO,CHISHOLM,1
FODEN,RANGER,CHISHOLM,1
FORD,1932,CHISHOLM,1
FORD,BK ECOSPORT 1,CHISHOLM,2
FORD,CAPRI,CHISHOLM,1
FORD,COMM 3 BF FALCON UTE,CHISHOLM,4
FORD,COURIER,CHISHOLM,9
FORD,ESCAPE,CHISHOLM,5
FORD,ESCORT,CHISHOLM,1
FORD,EVEREST,CHISHOLM,2
FORD,EXPLORER,CHISHOLM,1
FORD,F100,CHISHOLM,3
FORD,F150,CHISHOLM,2
FORD,F250,CHISHOLM,3
FORD,FAIRLANE,CHISHOLM,2
FORD,FAIRMONT,CHISHOLM,5
FORD,FALCON,CHISHOLM,153
FORD,FALCONLTD,CHISHOLM,1
FORD,FEISTA,CHISHOLM,1
FORD,FESTIVA,CHISHOLM,4
FORD,FIESTA,CHISHOLM,21
FORD,FM MUSTANG COUPE,CHISHOLM,2
FORD,FOCUS,CHISHOLM,45
FORD,FORCUS,CHISHOLM,1
FORD,FUTURA,CHISHOLM,1
FORD,G6E,CHISHOLM,3
FORD,KUGA,CHISHOLM,3
FORD,KUGA 2,CHISHOLM,3
FORD,L9000,CHISHOLM,1
FORD,LASER,CHISHOLM,12
FORD,MAVERIC,CHISHOLM,1
FORD,MAVERICK,CHISHOLM,2
FORD,MONDEO,CHISHOLM,5
FORD,MUSTANG,CHISHOLM,6
FORD,PASS 2 BA FALCON,CHISHOLM,3
FORD,PASS CAR 2 BA,CHISHOLM,1
FORD,PASS CAR 2 BA FALCON,CHISHOLM,4
FORD,RANGER,CHISHOLM,65
FORD,T,CHISHOLM,1
FORD,TELSTAR,CHISHOLM,1
FORD,TERRITORY,CHISHOLM,37
FORD,TRADER,CHISHOLM,1
FORD,TRANSIT,CHISHOLM,6
FORD,TRASIT,CHISHOLM,1
FORD,TREND,CHISHOLM,1
FORD,XT MKII,CHISHOLM,1
FREIGHTER,MAXITRANS,CHISHOLM,1
FUSO,FM600,CHISHOLM,1
GMC,DENALI,CHISHOLM,1
GORSKI,2 AXLE,CHISHOLM,1
GREAT WALL,CC6460KY SERIES,CHISHOLM,1
GREAT WALL,V 200,CHISHOLM,1
HAMELEX,3 AXLE DOG,CHISHOLM,1
HAVAL,H9,CHISHOLM,2
HINO,300,CHISHOLM,1
HINO,DUTRO,CHISHOLM,1
HINO,FD,CHISHOLM,1
HINO,FD1J,CHISHOLM,1
HINO,RANGER,CHISHOLM,1
HOLDEN,ADVENTRA,CHISHOLM,1
HOLDEN,ASTRA,CHISHOLM,38
HOLDEN,BARINA,CHISHOLM,24
HOLDEN,BERLINA,CHISHOLM,2
HOLDEN,CALAIS,CHISHOLM,7
HOLDEN,CALALIS,CHISHOLM,1
HOLDEN,CAMIRA,CHISHOLM,1
HOLDEN,CAPITVA,CHISHOLM,1
HOLDEN,CAPRICE,CHISHOLM,3
HOLDEN,CAPTIVA,CHISHOLM,30
HOLDEN,COLORADO,CHISHOLM,17
HOLDEN,COMMODORE,CHISHOLM,186
HOLDEN,COMMORDE,CHISHOLM,1
HOLDEN,COMMORDORE,CHISHOLM,2
HOLDEN,COMODORE,CHISHOLM,1
HOLDEN,CREWMAN,CHISHOLM,6
HOLDEN,CRUISE,CHISHOLM,1
HOLDEN,CRUZ,CHISHOLM,1
HOLDEN,CRUZE,CHISHOLM,49
HOLDEN,EH,CHISHOLM,1
HOLDEN,EQ EQUINOX,CHISHOLM,5
HOLDEN,EXECUTIVE,CHISHOLM,2
HOLDEN,FB,CHISHOLM,1
HOLDEN,GTS,CHISHOLM,1
HOLDEN,HG,CHISHOLM,1
HOLDEN,HQ,CHISHOLM,2
HOLDEN,HT,CHISHOLM,1
HOLDEN,HZ,CHISHOLM,2
HOLDEN,JACKAROO,CHISHOLM,4
HOLDEN,JH CRUIZE SER 2 14MY,CHISHOLM,1
HOLDEN,KINGSWOOD,CHISHOLM,1
HOLDEN,MALOO,CHISHOLM,1
HOLDEN,MONARO,CHISHOLM,1
HOLDEN,RODEO,CHISHOLM,22
HOLDEN,SER2 HATCH,CHISHOLM,1
HOLDEN,SS,CHISHOLM,1
HOLDEN,STATEMAN,CHISHOLM,1
HOLDEN,STATESMAN,CHISHOLM,7
HOLDEN,SV6,CHISHOLM,2
HOLDEN,TIGRA,CHISHOLM,1
HOLDEN,TJ TRAX,CHISHOLM,2
HOLDEN,TRAILBLAZER,CHISHOLM,2
HOLDEN,TRAX,CHISHOLM,2
HOLDEN,VE,CHISHOLM,1
HOLDEN,VE SV6 MY12,CHISHOLM,1
HOLDEN,VE UTILITY,CHISHOLM,2
HOLDEN,VE UTILITY (2010),CHISHOLM,1
HOLDEN,VE UTILITY MY11,CHISHOLM,1
HOLDEN,VECTRA,CHISHOLM,1
HOLDEN,VF SS SERIES UTE,CHISHOLM,1
HOLDEN,VIVA,CHISHOLM,2
HOLDEN,VP,CHISHOLM,1
HOLDEN,VS,CHISHOLM,2
HOLDEN,VT,CHISHOLM,2
HOLDEN,VX,CHISHOLM,5
HOLDEN,VY,CHISHOLM,4
HOLDEN,WB,CHISHOLM,1
HOLDEN,ZAFIRA,CHISHOLM,1
HONDA,ACCORD,CHISHOLM,46
HONDA,CITY,CHISHOLM,2
HONDA,CITY 4DR SED 10,CHISHOLM,2
HONDA,CIVIC,CHISHOLM,37
HONDA,CRV,CHISHOLM,7
HONDA,HRV,CHISHOLM,1
HONDA,INTEGRA,CHISHOLM,2
HONDA,JAZZ,CHISHOLM,17
HONDA,MDX,CHISHOLM,2
HONDA,ODESSEY,CHISHOLM,2
HONDA,ODYSSEY,CHISHOLM,9
HUDSON,PACEMAKER,CHISHOLM,1
HYUNDAI,130,CHISHOLM,1
HYUNDAI,ACCENT,CHISHOLM,19
HYUNDAI,COUPE,CHISHOLM,1
HYUNDAI,DM,CHISHOLM,4
HYUNDAI,ELANTRA,CHISHOLM,21
HYUNDAI,EXCEL,CHISHOLM,8
HYUNDAI,FD  I30CW,CHISHOLM,1
HYUNDAI,FS VELOSTER COUPE,CHISHOLM,5
HYUNDAI,GETZ,CHISHOLM,20
HYUNDAI,I20,CHISHOLM,8
HYUNDAI,I30,CHISHOLM,50
HYUNDAI,I40,CHISHOLM,1
HYUNDAI,I45,CHISHOLM,2
HYUNDAI,ILOAD,CHISHOLM,1
HYUNDAI,IMAX,CHISHOLM,2
HYUNDAI,IONIQ,CHISHOLM,1
HYUNDAI,IX35,CHISHOLM,7
HYUNDAI,KONA,CHISHOLM,7
HYUNDAI,LANTRA,CHISHOLM,2
HYUNDAI,LM IX35 WAGON,CHISHOLM,5
HYUNDAI,PB I 20,CHISHOLM,4
HYUNDAI,SANTA FE,CHISHOLM,8
HYUNDAI,SANTA FE CM,CHISHOLM,1
HYUNDAI,SANTA FE CM DIESEL,CHISHOLM,1
HYUNDAI,SANTA FE SER II 7S,CHISHOLM,7
HYUNDAI,SANTAFE,CHISHOLM,2
HYUNDAI,SONATA,CHISHOLM,3
HYUNDAI,TERRACAN,CHISHOLM,1
HYUNDAI,TIBURON,CHISHOLM,1
HYUNDAI,TUCS0N,CHISHOLM,1
HYUNDAI,TUCSON,CHISHOLM,6
HYUNDAI,TUSCON,CHISHOLM,3
ICV,FC,CHISHOLM,1
INTERNATIONAL,TRANSTAR,CHISHOLM,1
ISUZU,D MAX,CHISHOLM,3
ISUZU,D MAX 2WD,CHISHOLM,3
ISUZU,D MAX SINGLE CAB SX,CHISHOLM,1
ISUZU,D MAX SPACE CAB,CHISHOLM,1
ISUZU,DMAX,CHISHOLM,7
ISUZU,FVR,CHISHOLM,1
ISUZU,MUX,CHISHOLM,1
ISUZU,NLR200,CHISHOLM,1
ISUZU,NQR450,CHISHOLM,2
IVECO,STRALIS,CHISHOLM,1
IVECO,WINNEBAGO,CHISHOLM,1
JAGUAR,SOVEREIGN,CHISHOLM,1
JAGUAR,X56,CHISHOLM,1
JAGUAR,XK120,CHISHOLM,1
JAGUAR,XTYPE,CHISHOLM,1
JEEP,CHEROKEE,CHISHOLM,9
JEEP,COMPASS,CHISHOLM,1
JEEP,GRAND CHEROKEE,CHISHOLM,8
JEEP,PATRIOT,CHISHOLM,2
JEEP,WRANGLER,CHISHOLM,7
KENWORTH,T401T,CHISHOLM,1
KENWORTH,T404ST,CHISHOLM,1
KENWORTH,T409,CHISHOLM,1
KENWORTH,T600A,CHISHOLM,1
KIA,CARNIVAL,CHISHOLM,21
KIA,CERATO,CHISHOLM,29
KIA,GRAND CARIVAL,CHISHOLM,1
KIA,JA PICANTO HATCH,CHISHOLM,1
KIA,OPTIMA,CHISHOLM,2
KIA,RIO,CHISHOLM,24
KIA,RONDO,CHISHOLM,1
KIA,SORENTO,CHISHOLM,11
KIA,SPORTAGE,CHISHOLM,17
KRUEGER,3 AXLE TRAILER,CHISHOLM,1
LAND ROVER,DEFENDER,CHISHOLM,1
LAND ROVER,DICOVERY 3,CHISHOLM,1
LAND ROVER,DISCOVERY,CHISHOLM,4
LAND ROVER,FREELANDER,CHISHOLM,1
LAND ROVER,RANGE ROVER,CHISHOLM,1
LAND ROVER,VELAR,CHISHOLM,1
LDV,T60 DUAL CAB,CHISHOLM,3
LDV,V80 CARGO VAN,CHISHOLM,1
LEXUS,ES300,CHISHOLM,1
LEXUS,GS 10 SERIES,CHISHOLM,1
LEXUS,GS300,CHISHOLM,1
LEXUS,GS350,CHISHOLM,1
LEXUS,IS 250 (20 SERIES),CHISHOLM,2
LEXUS,IS200,CHISHOLM,2
LEXUS,IS250,CHISHOLM,2
LEXUS,LS430,CHISHOLM,1
LEXUS,LX470,CHISHOLM,2
LEXUS,NX,CHISHOLM,1
LEXUS,NX 200T,CHISHOLM,1
LEXUS,NX 300H,CHISHOLM,1
LEXUS,RC350,CHISHOLM,1
LEXUS,RX350,CHISHOLM,1
LOW VOLUME VIN,3 AXLE DOG,CHISHOLM,1
LOW VOLUME VIN,4 AXLE DOG,CHISHOLM,1
M & S,KTB TRI AXLE,CHISHOLM,1
MAZDA,1000 UTILITY,CHISHOLM,1
MAZDA,121,CHISHOLM,3
MAZDA,2,CHISHOLM,18
MAZDA,2A,CHISHOLM,1
MAZDA,2B,CHISHOLM,10
MAZDA,3,CHISHOLM,98
MAZDA,300,CHISHOLM,1
MAZDA,323,CHISHOLM,17
MAZDA,323P,CHISHOLM,4
MAZDA,3A,CHISHOLM,5
MAZDA,3B HATCH,CHISHOLM,5
MAZDA,3B HATCHBACK,CHISHOLM,7
MAZDA,3B SEDAN,CHISHOLM,7
MAZDA,6,CHISHOLM,31
MAZDA,626,CHISHOLM,6
MAZDA,626L,CHISHOLM,3
MAZDA,6A,CHISHOLM,9
MAZDA,6B HATCH,CHISHOLM,2
MAZDA,6B SEDAN,CHISHOLM,1
MAZDA,B 2600F,CHISHOLM,1
MAZDA,B2600,CHISHOLM,4
MAZDA,B2600F,CHISHOLM,1
MAZDA,BT 50,CHISHOLM,1
MAZDA,BT50,CHISHOLM,17
MAZDA,C X5,CHISHOLM,1
MAZDA,CX3,CHISHOLM,2
MAZDA,CX5,CHISHOLM,8
MAZDA,CX7,CHISHOLM,4
MAZDA,CX9,CHISHOLM,9
MAZDA,E2200,CHISHOLM,1
MAZDA,G26,CHISHOLM,1
MAZDA,MAZDA2,CHISHOLM,1
MAZDA,MX,CHISHOLM,1
MAZDA,MX5,CHISHOLM,5
MAZDA,PREMACY,CHISHOLM,1
MAZDA,RX7,CHISHOLM,1
MAZDA,RX8,CHISHOLM,1
MAZDA,RX8A,CHISHOLM,1
MAZDA,SP23,CHISHOLM,2
MAZDA,T2600,CHISHOLM,1
MAZDA,TRIBUTE,CHISHOLM,2
MERCEDES,169 A CLASS 2005,CHISHOLM,1
MERCEDES,203,CHISHOLM,1
MERCEDES,204 C CLASS,CHISHOLM,1
MERCEDES,220S,CHISHOLM,1
MERCEDES,245 B CLASS,CHISHOLM,2
MERCEDES,4144,CHISHOLM,1
MERCEDES,560SEL,CHISHOLM,1
MERCEDES,A170,CHISHOLM,1
MERCEDES,B200,CHISHOLM,1
MERCEDES,C180,CHISHOLM,2
MERCEDES,C180K,CHISHOLM,1
MERCEDES,C220,CHISHOLM,1
MERCEDES,C240,CHISHOLM,1
MERCEDES,C250,CHISHOLM,1
MERCEDES,C63,CHISHOLM,1
MERCEDES,C63S,CHISHOLM,1
MERCEDES,CLA250,CHISHOLM,1
MERCEDES,CLK320,CHISHOLM,1
MERCEDES,E240,CHISHOLM,1
MERCEDES,E270,CHISHOLM,1
MERCEDES,E320,CHISHOLM,2
MERCEDES,E500,CHISHOLM,1
MERCEDES,E55,CHISHOLM,1
MERCEDES,GLC CLASS MY16,CHISHOLM,1
MERCEDES,MB140,CHISHOLM,1
MERCEDES,ML280,CHISHOLM,1
MERCEDES,ML350CDI,CHISHOLM,1
MERCEDES,ML500,CHISHOLM,1
MERCEDES,S320,CHISHOLM,1
MERCEDES,SLK200,CHISHOLM,1
MERCEDES,SLK350,CHISHOLM,1
MERCEDES,SPRINTER,CHISHOLM,1
MERCEDES,UNIMOG,CHISHOLM,1
MERCEDES,X164 GL CLASS (2010),CHISHOLM,1
MERCEDES,X166 GL CLASS 13,CHISHOLM,1
MG,MGB,CHISHOLM,1
MINI,COOPER,CHISHOLM,2
MINI,F56,CHISHOLM,2
MINI,R50,CHISHOLM,1
MINI,R56 MINI,CHISHOLM,1
MITSUBISHI,380,CHISHOLM,7
MITSUBISHI,4D56UCBV4397,CHISHOLM,1
MITSUBISHI,ASX,CHISHOLM,17
MITSUBISHI,CANTER,CHISHOLM,2
MITSUBISHI,CHALLENGER,CHISHOLM,7
MITSUBISHI,COLT,CHISHOLM,1
MITSUBISHI,ECLIPSE CROSS GK,CHISHOLM,1
MITSUBISHI,EXPRESS,CHISHOLM,2
MITSUBISHI,FK600,CHISHOLM,1
MITSUBISHI,FTO,CHISHOLM,1
MITSUBISHI,GRANDIS,CHISHOLM,2
MITSUBISHI,LANCER,CHISHOLM,81
MITSUBISHI,MAGNA,CHISHOLM,14
MITSUBISHI,MIRAGE,CHISHOLM,14
MITSUBISHI,OUTLANDER,CHISHOLM,16
MITSUBISHI,PAJERO,CHISHOLM,30
MITSUBISHI,TRITON,CHISHOLM,40
MITSUBISHI,VENADA,CHISHOLM,1
MITSUBISHI,VERADA,CHISHOLM,3
NISSAN,200SX,CHISHOLM,1
NISSAN,370Z,CHISHOLM,2
NISSAN,B13 NX,CHISHOLM,1
NISSAN,DUALIS,CHISHOLM,13
NISSAN,EL GRAND,CHISHOLM,1
NISSAN,ELGRAND,CHISHOLM,2
NISSAN,F15  JUKE,CHISHOLM,1
NISSAN,J11 QASHQAI,CHISHOLM,13
NISSAN,MAXIMA,CHISHOLM,12
NISSAN,MICRA,CHISHOLM,8
NISSAN,MURANO,CHISHOLM,4
NISSAN,N14 5DOOR,CHISHOLM,1
NISSAN,NAVARA,CHISHOLM,41
NISSAN,PATHFINDER,CHISHOLM,10
NISSAN,PATROL,CHISHOLM,25
NISSAN,PINTARA,CHISHOLM,1
NISSAN,PULSAR,CHISHOLM,49
NISSAN,QASHQAI,CHISHOLM,1
NISSAN,R50,CHISHOLM,2
NISSAN,R52 PATHFINDER,CHISHOLM,7
NISSAN,SILVIA,CHISHOLM,3
NISSAN,SKYLINE,CHISHOLM,7
NISSAN,TERRAN,CHISHOLM,1
NISSAN,TIDA,CHISHOLM,4
NISSAN,TIIDA,CHISHOLM,10
NISSAN,X TRAIL,CHISHOLM,1
NISSAN,XTRAIL,CHISHOLM,8
PEUGEOT,206,CHISHOLM,2
PEUGEOT,207,CHISHOLM,3
PEUGEOT,306,CHISHOLM,1
PEUGEOT,307,CHISHOLM,7
PEUGEOT,308,CHISHOLM,2
PEUGEOT,406,CHISHOLM,1
PEUGEOT,407,CHISHOLM,1
PEUGEOT,508,CHISHOLM,1
PORSCHE,911SC,CHISHOLM,1
PORSCHE,924,CHISHOLM,1
PORSCHE,CAYENNE,CHISHOLM,1
PORSCHE,MACAN,CHISHOLM,1
PROTON,JUMBUCK,CHISHOLM,2
PROTON,SAVVY,CHISHOLM,2
RENAULT,FLUENCE,CHISHOLM,1
RENAULT,KANGOO,CHISHOLM,1
RENAULT,KOLEOS,CHISHOLM,2
RENAULT,MASTER,CHISHOLM,1
RENAULT,MEGANE,CHISHOLM,2
RENAULT,SCENIC,CHISHOLM,1
RENAULT,X82 TRAFIC,CHISHOLM,4
ROVER,3500SE,CHISHOLM,1
SAAB,93,CHISHOLM,1
SAAB,95,CHISHOLM,1
SKODA,FABIA,CHISHOLM,2
SKODA,NJ FABIA SEDAN,CHISHOLM,2
SKODA,OCTAVIA,CHISHOLM,10
SKODA,SUPERB,CHISHOLM,1
SKODA,YETI,CHISHOLM,2
SSANGYONG,ACTYON,CHISHOLM,1
SSANGYONG,KYRONG,CHISHOLM,1
SSANGYONG,REXTON,CHISHOLM,1
STERLING,LT9500,CHISHOLM,1
