Australian Bureau of Statistics

"2016 Census - Cultural Diversity"
"SSC (UR) by LANP - 1 Digit Level"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"LANP - 1 Digit Level","Northern European Languages","Southern European Languages","Eastern European Languages","Southwest and Central Asian Languages","Southern Asian Languages","Southeast Asian Languages","Eastern Asian Languages","Australian Indigenous Languages","Other Languages","Supplementary codes","Not stated","Total",
"Tatura East",122,5,0,0,0,0,0,0,0,0,16,147,
"Tatyoon",117,0,0,0,0,0,0,0,0,0,14,132,
"Tawonga",528,5,0,0,0,0,0,0,0,0,29,575,
"Tawonga South",771,13,12,0,3,3,0,0,0,0,53,862,
"Taylor Bay",35,0,0,0,0,0,0,0,0,0,4,40,
"Taylors Hill",7322,1155,1529,875,1389,1130,624,0,321,50,519,14920,
"Taylors Lakes",8593,2088,1537,782,700,633,477,0,80,31,597,15518,
"Teal Point",52,0,0,0,0,0,0,0,0,0,4,59,
"Tecoma",1923,22,16,0,0,10,8,0,0,4,94,2076,
"Teddywaddy",15,0,0,0,0,0,0,0,0,0,0,15,
"Teddywaddy West",13,0,0,0,0,0,0,0,0,0,0,15,
"Teesdale (Vic.)",1585,31,16,6,0,0,9,0,0,0,77,1720,
"Telangatuk East",66,0,0,0,0,0,0,0,0,0,0,66,
"Telford",25,0,0,0,0,0,0,0,0,0,0,25,
"Telopea Downs",45,0,0,0,0,0,0,0,0,0,3,46,
"Templestowe",9130,1946,400,888,544,180,2847,0,19,39,624,16620,
"Templestowe Lower",7293,2010,349,512,260,211,2256,0,10,35,496,13432,
"Tempy",48,0,0,0,0,0,0,0,0,0,3,53,
"Tenby Point",166,3,0,0,0,0,0,0,0,0,13,185,
"Tennyson (Vic.)",46,0,0,0,0,3,0,0,0,0,3,48,
"Terang",2070,5,0,0,8,0,0,0,4,0,199,2289,
"Terip Terip",53,0,0,0,0,0,0,0,0,0,0,60,
"Terrappee",24,0,0,0,0,0,0,0,0,0,0,24,
"Terrick Terrick",4,0,0,0,0,0,0,0,0,0,7,13,
"Terrick Terrick East",3,0,0,0,0,0,0,0,0,0,0,3,
"Tesbury",109,0,0,0,0,0,0,0,0,0,3,112,
"Tetoora Road",57,0,0,0,0,0,0,0,0,0,7,67,
"Thalia",7,0,0,0,0,0,0,0,0,0,0,7,
"The Basin (Vic.)",3958,47,28,10,27,24,36,0,12,10,250,4410,
"The Cove",10,0,0,0,0,0,0,0,0,0,0,10,
"The Gurdies",181,0,0,0,0,0,0,0,0,0,5,185,
"The Heart",27,0,0,0,0,0,0,0,0,0,3,29,
"The Honeysuckles",82,0,0,0,0,0,0,0,0,0,0,79,
"The Patch",949,5,12,9,0,0,12,0,0,5,72,1064,
"The Sisters",133,0,0,0,0,0,0,0,0,0,11,141,
"Thologolong",14,0,0,0,0,0,0,0,0,0,0,14,
"Thomastown",5493,3564,2307,2890,2071,1947,832,0,318,96,1012,20522,
"Thomson (Baw Baw - Vic.)",0,0,0,0,0,0,0,0,0,0,0,0,
"Thomson (Greater Geelong - Vic.)",1306,29,20,14,45,8,13,0,9,0,166,1612,
"Thoona",109,4,0,0,0,5,0,0,0,0,13,129,
"Thornbury",11984,3025,384,467,615,330,443,0,112,68,1145,18569,
"Thornton (Vic.)",275,5,0,0,0,0,0,0,0,0,17,296,
"Thorpdale",437,21,0,0,0,0,0,0,0,0,10,472,
"Thorpdale South",23,0,0,0,0,0,0,0,0,0,7,31,
"Thowgla Valley",79,0,0,0,0,0,0,0,0,0,0,79,
"Three Bridges",184,0,0,0,0,0,0,0,0,0,15,201,
"Timbarra (Vic.)",0,0,0,0,0,0,0,0,0,0,0,0,
"Timboon",1113,9,3,0,0,0,4,0,0,0,69,1199,
"Timboon West",49,0,0,0,0,0,0,0,0,0,4,54,
"Timmering",88,0,0,0,0,0,0,0,0,0,7,96,
"Timor (Vic.)",50,0,0,0,0,0,0,0,0,0,5,59,
"Timor West",23,0,0,0,0,0,0,0,0,0,0,23,
"Tinamba",258,0,0,0,0,7,0,0,0,0,13,271,
"Tinamba West",49,0,0,0,0,0,0,0,0,0,3,53,
"Tintaldra",54,0,0,0,0,0,0,0,0,0,7,58,
"Tittybong",5,0,0,0,0,0,0,0,0,0,0,5,
"Tol Tol",98,10,0,0,0,7,5,0,0,0,24,139,
"Tolmie",368,4,0,0,0,0,0,0,0,0,73,448,
"Tom Groggin",0,0,0,0,0,0,0,0,0,0,0,0,
"Tongala",1777,11,0,0,0,26,15,0,0,0,100,1927,
"Tonghi Creek",10,0,0,0,0,0,0,0,0,0,0,7,
"Tongio",58,0,0,0,0,0,0,0,0,0,7,64,
"Tonimbuk",192,0,3,0,0,0,0,0,0,0,12,212,
"Tooan",20,0,0,0,0,0,0,0,0,0,0,20,
"Tooborac",266,11,0,0,0,0,0,0,0,0,26,309,
"Toolamba",717,10,0,0,5,0,5,0,0,0,39,768,
"Toolamba West",101,0,0,0,0,0,0,0,0,0,10,117,
"Toolangi",298,0,0,0,0,0,0,0,0,0,44,343,
"Toolern Vale",641,17,11,0,0,14,0,0,0,0,44,724,
"Toolleen",165,0,0,0,0,4,0,0,0,0,14,180,
"Toolome",0,0,0,0,0,0,0,0,0,0,0,0,
"Toolondo",60,0,0,0,0,0,0,0,0,0,4,58,
"Toolong",77,0,0,0,0,0,0,0,0,0,5,90,
"Toombon",0,0,0,0,0,0,0,0,0,0,0,0,
"Toongabbie (Vic.)",935,0,0,0,0,3,0,0,3,0,45,992,
"Toora (Vic.)",615,11,3,0,0,3,3,0,0,0,38,681,
"Toora North",88,0,5,0,0,0,0,0,0,0,8,101,
"Tooradin",1370,13,13,0,0,7,4,0,0,0,157,1567,
"Toorak",9653,593,251,144,257,135,909,0,7,10,945,12912,
"Toorloo Arm",330,4,0,0,0,0,3,0,4,0,27,361,
"Toorongo",0,0,0,0,0,0,0,0,0,0,0,0,
"Tootgarook",2377,159,70,7,0,18,12,5,7,6,212,2870,
"Torquay (Vic.)",12145,230,79,26,31,30,53,0,22,18,625,13259,
"Torrita",34,0,0,0,0,0,0,0,0,0,0,34,
"Torrumbarry",237,0,5,0,0,0,0,0,0,0,35,278,
"Torwood",43,0,0,0,0,0,0,0,0,0,4,48,
"Tostaree",15,0,0,0,0,0,0,0,0,0,4,20,
"Tottenham (Vic.)",0,0,0,0,0,0,0,0,0,0,0,7,
"Tottington",4,0,0,0,0,0,0,0,0,0,0,4,
"Tourello",36,4,0,0,0,0,0,0,0,0,3,43,
"Towan",10,0,0,0,0,0,0,0,0,0,0,9,
"Towaninny",11,0,0,0,0,0,0,0,0,0,0,17,
"Towaninny South",0,0,0,0,0,0,0,0,0,0,0,0,
"Tower Hill",65,0,0,0,0,0,0,0,0,0,15,84,
"Towong",120,0,0,0,0,0,0,0,0,0,8,132,
"Towong Upper",29,0,0,0,0,0,0,0,0,0,3,34,
"Trafalgar (Vic.)",3482,72,9,12,15,4,13,0,7,4,291,3911,
"Trafalgar East",372,5,0,0,3,4,0,0,0,0,44,427,
"Trafalgar South",246,8,0,0,0,0,0,0,6,0,11,275,
"Tragowel",88,0,0,0,0,0,0,0,0,0,11,107,
"Traralgon",21299,482,66,68,349,204,223,0,185,28,2029,24935,
"Traralgon East",1595,40,4,0,6,14,7,0,4,0,59,1728,
"Traralgon South",527,0,0,0,0,0,0,0,0,0,33,563,
"Travancore",1044,147,29,129,232,135,546,0,21,11,194,2483,
"Trawalla",132,0,0,0,0,0,0,0,0,0,4,138,
"Trawool",92,0,0,0,0,0,0,0,0,0,17,108,
"Traynors Lagoon",27,0,0,0,0,0,0,0,0,0,5,26,
"Tremont",56,0,0,0,0,0,0,0,0,0,15,77,
"Trentham",994,9,3,0,0,7,3,0,0,5,158,1178,
"Trentham East",134,4,0,0,0,0,3,0,0,0,12,149,
"Tresco",163,14,0,0,11,3,0,0,0,0,15,208,
"Tresco West",112,4,4,0,8,9,0,0,0,0,16,156,
"Trida",49,0,0,0,0,0,0,0,0,0,17,62,
"Truganina",5790,467,347,954,6661,1479,1047,0,1565,190,2177,20687,
"Tubbut",11,4,0,0,0,0,0,0,0,0,0,11,
"Tuerong",320,3,0,0,0,0,7,0,0,0,26,353,
"Tulkara",0,0,0,0,0,0,0,0,0,0,5,5,
"Tullamarine",3961,810,220,463,333,137,127,5,98,13,441,6607,
"Tungamah",370,0,4,0,0,0,0,0,0,0,41,405,
"Turoar",0,0,0,0,0,0,0,0,0,0,0,0,
"Turriff",28,0,0,0,0,0,0,0,0,0,0,28,
"Turriff East",0,0,0,0,0,0,0,0,0,0,0,0,
"Turtons Creek",22,0,0,0,0,0,0,0,0,0,10,30,
"Tutye",14,0,0,0,0,0,0,0,0,0,5,22,
"Tyaak",71,4,0,0,0,0,0,0,0,0,4,70,
"Tyabb",3121,36,9,4,5,16,18,0,0,0,127,3337,
"Tyenna (Vic.)",5,0,0,0,0,0,0,0,0,0,0,5,
"Tyers",751,15,0,0,8,0,0,0,0,0,47,825,
"Tylden",484,4,8,0,0,0,0,0,0,3,32,533,
"Tynong",409,3,0,0,0,0,0,0,0,0,36,457,
"Tynong North",379,6,0,0,0,0,0,6,0,0,47,427,
"Tyntynder",130,0,0,0,0,0,0,0,0,0,17,154,
"Tyntynder South",203,0,0,0,0,0,0,0,0,0,64,268,
"Tyrendarra",183,0,0,0,0,0,0,0,0,0,31,213,
"Tyrendarra East",23,0,0,0,0,0,0,0,0,0,0,23,
"Tyrrell",13,0,0,0,0,0,0,0,0,0,0,13,
"Tyrrell Downs",10,0,0,0,0,0,0,0,0,0,0,10,
"Ullina",26,0,0,0,0,0,0,0,0,0,5,31,
"Ullswater",40,0,0,0,0,0,0,0,0,0,0,44,
"Ultima",158,0,0,0,0,0,0,0,0,0,14,174,
"Ultima East",4,0,0,0,0,0,0,0,0,0,0,0,
"Ulupna",14,0,0,0,0,0,0,0,0,0,15,25,
"Undera",358,34,0,0,0,4,0,0,0,0,48,443,
"Underbool",195,0,0,0,0,0,0,0,0,0,24,219,
"Upotipotpon",49,0,0,0,0,0,0,0,0,0,3,56,
"Upper Ferntree Gully",3037,80,36,15,18,27,35,0,4,9,157,3414,
"Upper Gundowring",95,0,0,0,0,0,0,0,0,0,0,95,
"Upper Lurg",102,0,0,0,0,0,0,0,0,0,17,119,
"Upper Plenty",297,3,4,0,0,0,0,0,0,0,31,338,
"Upper Ryans Creek",37,0,0,0,0,0,0,0,0,0,0,35,
"Upton Hill",21,0,0,0,0,0,0,0,0,0,4,25,
"Upwey",6101,77,68,8,17,37,76,0,6,17,246,6648,
"Valencia Creek",133,0,0,0,0,0,0,0,0,0,8,152,
"Vasey",47,0,0,0,0,0,0,0,0,0,0,47,
"Vaughan",38,4,0,0,0,0,8,0,0,0,14,62,
"Vectis",165,0,0,0,0,0,0,0,0,0,12,176,
"Ventnor (Vic.)",760,18,10,0,4,0,0,0,0,0,57,858,
"Venus Bay (Vic.)",619,12,9,0,0,5,0,0,0,0,300,937,
"Vermont",7067,286,166,104,544,325,1576,0,54,27,303,10447,
"Vermont South",6679,811,169,161,592,270,2669,0,33,23,279,11680,
"Vervale",26,0,0,0,0,0,0,0,0,0,4,39,
"Vesper",41,0,3,0,0,0,0,0,0,0,0,42,
"Victoria Point (Vic.)",21,0,0,0,0,0,0,0,0,0,0,21,
"Victoria Valley (Vic.)",74,0,0,0,0,0,0,0,0,0,4,78,
"Viewbank",4751,579,258,151,232,67,650,0,13,14,206,6917,
"Vinifera",141,5,0,0,0,0,0,0,0,0,15,164,
"Violet Town",805,7,0,0,7,7,5,0,0,4,52,875,
"Vite Vite",34,0,0,0,0,0,0,0,0,0,0,39,
"Vite Vite North",25,0,0,0,0,0,0,0,0,0,7,26,
"W Tree",37,4,0,0,0,0,0,0,0,0,8,50,
"Waaia",376,0,0,0,0,0,0,0,6,0,11,383,
"Waanyarra",22,0,0,0,0,0,0,0,0,0,0,24,
"Waarre",10,0,0,0,0,0,0,0,0,0,6,18,
"Wabonga",0,0,0,0,0,0,0,0,0,0,0,0,
"Waggarandall",40,0,0,0,0,0,0,0,0,0,3,41,
"Wahgunyah",1025,9,0,0,5,0,0,0,3,0,47,1098,
"Wahring",72,5,0,0,0,0,0,0,0,0,15,88,
"Wail",37,0,0,0,0,0,0,0,0,0,4,39,
"Wairewa",80,0,0,0,0,0,0,0,0,0,0,85,
"Waitchie",37,0,0,0,0,0,0,0,0,0,12,51,
"Wal Wal",28,0,0,0,0,0,0,0,0,0,4,31,
"Waldara",555,35,0,0,0,0,0,0,0,0,30,618,
"Walhalla",17,0,0,0,0,0,0,0,0,0,4,23,
"Walhalla East",0,0,0,0,0,0,0,0,0,0,0,0,
"Walkerville (Vic.)",74,0,3,0,0,0,0,0,0,0,8,82,
"Walkerville North",7,0,0,0,0,0,0,0,0,0,0,7,
"Walkerville South",3,0,0,0,0,0,0,0,0,0,0,3,
"Wallace",171,0,3,0,0,0,0,0,4,0,12,191,
"Wallacedale",105,0,0,0,0,3,0,0,0,0,7,114,
"Wallagaraugh",7,0,0,0,0,0,0,0,0,0,0,7,
"Wallaloo",16,0,0,0,0,0,0,0,0,0,4,15,
"Wallaloo East",10,0,0,0,0,0,0,0,0,0,0,8,
"Wallan",9007,320,140,136,270,112,78,0,81,13,914,11076,
"Wallinduc",36,0,0,0,0,0,0,0,0,0,3,37,
"Wallington",1252,23,14,0,0,0,9,0,0,0,70,1365,
"Wallup",30,0,0,0,0,0,0,0,0,0,3,35,
"Walmer (Vic.)",214,3,3,0,0,0,0,0,0,0,5,224,
"Walpa",124,0,0,0,3,4,16,0,0,0,3,159,
"Walpeup",139,0,0,0,0,0,0,0,0,0,20,157,
"Walwa",162,0,0,0,0,0,0,0,0,0,13,181,
"Wandana Heights",1798,48,27,10,12,10,40,0,0,0,92,2039,
"Wandella (Vic.)",71,0,0,0,0,0,0,0,0,0,0,71,
"Wandiligong",413,5,0,0,0,0,5,0,0,0,24,453,
"Wandin East",350,50,4,0,0,0,0,0,0,0,19,425,
"Wandin North",2777,104,6,0,0,14,13,0,0,4,139,3051,
"Wando Bridge",47,0,0,0,0,0,0,0,0,0,0,49,
"Wando Vale",89,0,0,0,0,0,0,0,0,0,10,104,
"Wandong",1206,22,10,4,0,25,0,0,4,0,74,1343,
"Wandown",0,0,0,0,0,0,0,0,0,0,0,0,
"Wangandary",208,3,0,0,0,0,0,0,0,0,13,228,
"Wangarabell",9,0,0,0,0,0,0,0,0,0,0,9,
"Wangaratta (Vic.)",15852,415,51,44,146,94,84,0,29,12,1372,18101,
"Wangaratta South",474,7,5,0,0,0,0,0,3,0,19,508,
"Wangie",7,0,0,0,0,0,0,0,0,0,0,7,
"Wangoom",199,0,0,0,0,0,0,0,0,0,33,226,
"Wannon",103,0,0,0,0,0,0,0,0,0,10,110,
"Wantirna",8806,462,274,206,764,491,2269,0,33,31,472,13815,
"Wantirna South",11266,720,282,297,1486,668,3942,0,56,41,519,19273,
"Waranga Shores",259,3,3,0,0,3,6,0,0,0,41,314,
"Waratah Bay",48,0,0,0,0,0,0,0,0,0,9,57,
"Warburton (Vic.)",1753,20,20,6,13,11,13,0,9,5,176,2015,
"Wareek",67,0,0,0,0,0,0,0,0,0,4,67,
"Wargan",70,0,0,0,0,0,0,0,0,0,0,71,
"Warmur",20,0,0,0,0,0,0,0,0,0,0,20,
"Warncoort",117,5,0,0,0,0,0,0,0,0,11,130,
"Warne",4,0,0,0,0,0,0,0,0,0,0,4,
"Warneet",467,4,5,0,7,0,4,0,0,0,49,533,
"Warrabkook",27,0,0,0,0,0,0,0,0,0,8,36,
"Warracknabeal",2157,20,0,0,20,0,10,0,0,3,229,2438,
"Warragul",14150,155,94,33,147,73,140,0,31,34,902,15760,
"Warragul South",240,4,0,0,0,0,0,0,0,0,9,254,
"Warragul West",16,0,0,0,0,0,0,0,0,0,0,22,
"Warrak",59,0,0,0,0,0,0,0,0,0,4,66,
"Warrandyte",4654,271,56,53,46,22,164,0,0,7,228,5503,
"Warrandyte South",593,24,0,3,8,0,5,0,0,0,29,673,
"Warranwood",4302,153,40,26,35,13,102,0,3,9,117,4808,
"Warrayure",20,0,0,0,0,0,0,0,0,0,0,26,
"Warrenbayne",130,0,0,0,0,0,0,0,0,0,8,144,
"Warrenheip",603,0,11,5,0,0,0,0,0,0,46,669,
"Warrenmang",18,0,0,0,0,0,0,0,0,0,0,18,
"Warrion",191,0,0,0,0,0,0,0,0,0,0,196,
"Warrnambool",26268,143,42,82,176,161,509,7,94,40,2128,29659,
"Warrock",31,0,0,0,0,0,0,0,0,0,0,31,
"Warrong",66,0,0,0,0,0,0,0,0,0,9,69,
"Wartook",83,0,0,0,0,0,0,0,0,0,5,81,
"Watchem",90,0,0,0,4,0,0,0,0,0,20,112,
"Watchem West",16,0,0,0,0,4,0,0,0,0,0,21,
"Watchupga",40,0,0,0,0,0,0,0,0,0,0,42,
"Waterford Park",181,0,0,0,0,0,0,0,0,0,11,192,
"Waterholes",10,0,0,0,0,0,0,0,0,0,0,8,
"Waterloo (Vic.)",111,0,0,0,0,0,0,0,0,0,0,112,
"Waterways",1326,135,70,60,137,253,366,0,21,3,83,2455,
"Watsonia",4134,201,142,61,97,59,215,0,52,9,240,5213,
"Watsonia North",2924,315,135,37,93,56,151,0,4,0,100,3812,
"Watsons Creek (Vic.)",44,0,0,0,0,0,0,0,0,0,9,50,
"Wattle Bank",156,0,0,0,0,0,0,0,0,0,19,182,
"Wattle Creek",0,0,0,0,0,0,0,0,0,0,0,0,
"Wattle Flat (Vic.)",86,0,4,0,0,0,0,0,0,0,4,94,
"Wattle Glen",1792,46,3,8,0,9,8,0,3,5,85,1966,
"Wattle Hill (Vic.)",3,0,0,0,0,0,0,0,0,0,0,5,
"Waubra",249,0,4,0,0,0,3,0,0,0,19,276,
"Waurn Ponds",4206,55,32,61,128,64,130,0,23,10,339,5047,
"Waygara",26,0,0,0,0,0,0,0,0,0,0,26,
"Weatherboard",53,0,0,0,0,0,0,0,0,0,3,52,
"Wedderburn (Vic.)",811,8,3,0,0,0,0,0,0,0,115,937,
"Wedderburn Junction",18,0,0,0,0,0,0,0,0,0,0,18,
"Wee Wee Rup",33,0,0,0,0,0,0,0,0,0,4,36,
"Weeaproinah",13,0,0,0,0,0,0,0,0,0,0,17,
"Weering",58,0,0,0,0,0,0,0,0,0,5,67,
"Weerite",112,0,0,0,0,0,0,0,0,0,7,119,
"Wehla",31,0,0,0,0,0,0,0,0,0,4,38,
"Wellsford",120,3,0,0,0,0,0,0,0,0,8,126,
"Welshmans Reef",215,0,0,0,0,0,0,0,0,0,19,237,
"Welshpool (Vic.)",293,13,0,3,0,0,0,0,0,0,17,333,
"Wemen",78,6,0,0,3,4,5,0,0,0,11,113,
"Wendouree",9205,45,22,4,70,143,85,6,55,26,783,10450,
"Wensleydale",91,0,0,0,0,0,0,0,0,0,19,108,
"Wentworth (Vic.)",0,0,0,0,0,0,0,0,0,0,0,0,
"Werneth",55,0,0,0,0,0,0,0,0,0,0,58,
"Werona",43,0,0,0,0,0,0,0,0,0,0,40,
"Werribee",26997,2052,1018,693,2664,2768,659,4,962,114,2408,40343,
"Werribee South",1235,192,76,15,28,26,12,0,8,0,170,1768,
"Werrimull",105,0,0,0,0,0,0,0,0,0,6,107,
"Wesburn",929,14,12,0,0,0,0,0,0,0,57,1020,
"West Bendigo",318,4,0,0,3,8,0,0,0,3,35,378,
"West Creek",107,0,0,0,0,0,0,0,0,0,3,106,
"West Footscray",6377,661,366,220,1093,1290,428,3,237,48,727,11451,
"West Melbourne",2533,326,91,78,248,267,1072,0,36,15,851,5516,
"West Wodonga",13263,98,89,24,141,99,68,6,31,18,736,14569,
"Westbury (Vic.)",145,3,3,0,0,0,0,0,0,0,5,161,
"Westby",27,0,0,0,0,0,0,0,0,0,0,27,
"Westmeadows",3922,554,144,559,124,95,35,0,51,12,349,5846,
"Westmere",36,0,0,0,0,0,0,0,0,0,0,36,
"Whanregarwen",98,0,0,0,0,0,0,0,0,0,7,103,
"Wharparilla",409,0,0,0,0,0,0,0,0,0,81,492,
"Wheatsheaf",215,3,4,0,0,0,0,0,0,0,11,241,
"Wheelers Hill",10649,1732,470,659,1273,457,3758,0,41,60,664,19752,
"Whipstick",8,0,0,0,0,0,0,0,0,0,0,8,
"Whirily",24,0,0,0,0,0,0,0,0,0,0,24,
"White Hills (Vic.)",2883,10,7,5,41,66,25,0,11,7,164,3215,
"Whiteheads Creek",293,4,0,0,0,0,0,0,4,0,44,353,
"Whitelaw",28,0,0,0,0,0,0,0,0,0,0,31,
"Whitfield (Vic.)",171,25,0,0,0,0,0,0,0,0,20,219,
"Whitlands",27,0,0,0,0,0,0,0,0,0,4,35,
"Whittington",3244,53,57,7,40,54,17,0,27,10,382,3879,
"Whittlesea",4980,148,57,27,22,19,17,0,14,0,330,5618,
"Whoorel",19,0,0,0,0,0,0,0,0,0,0,14,
"Whorouly",313,40,4,0,0,0,0,0,0,0,25,379,
"Whorouly East",64,10,0,0,0,0,0,0,0,0,11,82,
"Whorouly South",43,4,0,0,0,0,0,0,0,0,0,50,
"Whroo",33,0,0,0,0,0,0,0,0,0,5,41,
"Wickliffe",109,0,0,0,0,0,0,0,0,0,4,113,
"Wilby",149,0,0,0,0,7,0,0,0,0,15,171,
"Wild Dog Valley (Vic.)",56,0,0,0,0,0,0,0,0,0,0,60,
"Wildwood",148,9,7,12,0,0,0,0,0,0,33,213,
"Wilkur",49,0,0,0,0,0,0,0,0,0,0,45,
"Willangie",32,0,0,0,0,0,0,0,0,0,0,36,
"Willatook",44,0,0,0,0,0,0,0,0,0,4,54,
"Willaura",395,0,0,0,0,4,0,0,6,0,123,529,
"Willaura North",23,0,0,0,0,0,0,0,0,0,10,31,
"Willenabrina",9,0,0,0,0,0,0,0,0,0,0,9,
"Williams Landing",2319,146,154,193,1741,553,963,0,225,41,316,6650,
"Williamstown (Vic.)",11395,842,377,122,89,184,161,0,53,21,724,13968,
"Williamstown North",1255,74,26,23,34,26,32,0,10,4,103,1590,
"Willow Grove",553,0,0,0,0,5,0,0,0,0,28,593,
"Willowmavin",198,0,0,0,0,0,0,0,0,0,22,221,
"Willowvale (Vic.)",4,0,0,0,0,0,0,0,0,0,0,4,
"Willung",62,0,0,0,0,0,0,0,0,0,3,71,
"Willung South",134,0,0,0,0,0,0,0,0,0,4,143,
"Wilsons Hill",70,0,0,0,0,0,0,0,0,0,0,71,
"Wilsons Promontory",12,0,0,0,0,0,0,0,0,0,0,14,
"Wimbledon Heights",317,7,0,0,0,0,5,0,0,0,38,372,
"Winchelsea",1761,11,0,0,10,12,3,0,0,0,159,1949,
"Winchelsea South",170,0,0,0,0,0,0,0,0,0,5,178,
"Windermere (Vic.)",91,0,0,0,0,0,0,0,0,0,3,99,
"Windsor (Vic.)",4911,639,314,131,143,123,323,0,25,24,654,7278,
"Wingan River",0,0,0,0,0,0,0,0,0,0,0,4,
"Wingeel",18,0,0,0,0,0,0,0,0,0,0,23,
"Winjallok",18,0,0,0,0,0,0,0,0,0,0,18,
"Winlaton",4,0,0,0,0,0,0,0,0,0,0,4,
"Winnambool",14,0,0,0,0,0,0,0,0,0,8,24,
"Winnap",17,0,0,0,0,0,0,0,0,0,4,23,
"Winnindoo",68,0,0,0,0,0,0,0,0,0,13,75,
"Winslow",362,0,0,0,0,0,0,0,0,0,10,369,
"Winton (Vic.)",97,0,0,0,0,0,0,0,0,0,11,110,
"Winton North",6,0,0,0,0,0,0,0,0,0,0,6,
"Wirrate",4,0,0,0,0,0,0,0,0,0,0,7,
"Wiseleigh",159,0,0,0,0,0,0,0,0,0,0,162,
"Wodonga",16316,155,197,60,457,183,92,11,139,42,1300,18946,
"Wollert",3067,648,566,789,2551,317,239,0,209,59,612,9060,
"Wombat Creek (Vic.)",24,0,0,0,0,0,0,0,0,0,3,28,
"Wombelano",38,0,0,0,3,0,0,0,0,0,0,42,
"Won Wron",189,0,0,0,0,0,0,0,0,0,27,222,
"Wonga",34,0,0,0,0,0,0,0,0,0,0,33,
"Wonga Park",3532,60,11,0,4,8,37,0,0,4,141,3799,
"Wongarra",32,0,0,0,0,0,0,0,0,0,9,42,
"Wongungarra",0,0,0,0,0,0,0,0,0,0,0,0,
"Wonnangatta",0,0,0,0,0,0,0,0,0,0,0,0,
"Wonthaggi",4275,101,6,8,44,43,29,0,3,4,445,4966,
"Wonwondah",104,0,0,0,0,0,0,0,0,0,0,104,
"Wonyip",33,0,0,0,0,0,0,0,0,0,0,34,
"Wood Wood",65,0,0,0,0,0,0,0,0,4,14,81,
"Woodend (Vic.)",5144,87,29,0,9,27,18,0,7,7,484,5804,
"Woodend North",268,0,3,0,6,0,0,0,0,0,31,304,
"Woodfield",33,0,0,0,0,0,0,0,0,0,6,37,
"Woodford (Vic.)",337,0,0,0,4,0,0,0,0,0,21,362,
"Woodglen",15,0,0,0,0,4,5,0,0,0,12,39,
"Woodhouse",41,0,0,0,0,0,0,0,0,0,4,37,
"Woodleigh (Vic.)",114,4,4,0,0,0,0,0,0,0,9,123,
"Woods Point (Vic.)",34,0,0,0,0,0,0,0,0,0,0,35,
"Woodside (Vic.)",342,3,0,0,0,0,0,0,0,0,21,361,
"Woodside Beach",78,3,0,0,0,4,0,0,0,3,12,90,
"Woodstock (Vic.)",108,3,20,0,0,0,0,0,0,0,17,152,
"Woodstock On Loddon",25,0,0,0,0,0,0,0,0,0,0,25,
"Woodstock West",34,0,0,0,0,0,0,0,0,0,10,44,
"Woodvale (Vic.)",400,4,0,0,0,0,0,0,0,0,40,448,
"Wool Wool",39,0,0,0,0,0,0,0,0,0,5,40,
"Woolamai",187,6,0,0,0,0,0,0,0,0,9,203,
"Woolenook",7,0,0,0,0,0,0,0,0,0,0,6,
"Woolshed Flat (Vic.)",4,0,0,0,0,0,0,0,0,0,0,4,
"Woolsthorpe",399,5,5,0,0,0,0,0,0,0,15,423,
"Woomelang",181,0,3,0,0,3,0,0,0,0,15,204,
"Wooragee",318,0,0,0,0,0,0,0,0,0,26,343,
"Woorarra East",38,0,0,0,0,0,0,0,0,0,3,39,
"Woorarra West",48,0,3,0,0,0,0,0,0,0,0,55,
"Wooreen",79,5,0,0,0,0,0,0,0,0,8,89,
"Woori Yallock",2744,13,15,0,5,7,13,0,0,3,102,2908,
"Woorinen",180,28,0,0,0,10,4,0,10,0,35,259,
"Woorinen North",70,5,3,0,0,0,0,0,0,0,18,92,
"Woorinen South",327,9,0,0,0,4,4,0,0,0,17,359,
"Woorndoo",153,0,0,0,0,0,0,0,0,6,6,168,
"Wooroonook",18,0,0,0,0,0,0,0,0,0,3,22,
"Woosang",10,0,0,0,0,0,0,0,0,0,0,10,
"Wootong Vale",40,0,0,0,0,0,0,0,0,0,3,42,
"Worrowing",0,0,0,0,0,0,0,0,0,0,0,0,
"Wrathung",0,0,0,0,0,0,0,0,0,0,0,0,
"Wrixon",0,0,0,0,0,0,0,0,0,0,0,0,
"Wroxham",0,0,0,0,0,0,0,0,0,0,0,3,
"Wuk Wuk",82,0,5,0,0,0,0,0,0,0,7,90,
"Wulgulmerang",9,0,0,0,0,0,0,0,0,0,5,13,
"Wulgulmerang East",5,0,0,0,0,0,0,0,0,0,0,7,
"Wulgulmerang West",0,0,0,0,0,0,0,0,0,0,0,0,
"Wunghnu",314,0,0,0,0,0,0,0,0,0,16,331,
"Wurdiboluc",124,0,0,0,0,0,0,0,0,0,12,141,
"Wurruk",1016,0,4,3,8,6,3,0,3,0,65,1109,
"Wy Yung",1508,24,8,0,0,0,8,0,0,0,118,1660,
"Wycheproof",563,0,0,0,4,3,3,0,0,0,61,638,
"Wycheproof South",11,0,0,0,0,0,0,0,0,0,0,11,
"Wychitella",28,0,0,0,0,0,0,0,0,0,5,29,
