Australian Bureau of Statistics

"2016 Census - Cultural Diversity"
"SSC (UR) by RELP - 1 Digit Level"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"RELP - 1 Digit Level","Buddhism","Christianity","Hinduism","Islam","Judaism","Other Religions","Secular Beliefs and Other Spiritual Beliefs and No Religious Affiliation","Inadequately described","Not stated","Total",
"Karrakatta",0,6,0,0,0,0,0,0,0,4,
"Karrakup",5,74,0,0,0,0,73,0,37,192,
"Karramindie",0,3,0,0,0,0,0,0,0,3,
"Karranadgin",0,60,0,0,0,0,23,0,0,77,
"Karratha",0,42,5,0,0,0,29,0,12,79,
"Karratha Industrial Estate",5,74,7,3,0,0,74,0,59,214,
"Karridale",8,116,0,0,0,3,124,0,27,278,
"Karrinyup",112,5020,52,43,24,53,3187,51,745,9282,
"Karroun Hill",0,0,0,0,0,0,0,0,0,0,
"Katanning",68,1664,26,404,0,12,938,10,570,3688,
"Katrine",0,26,0,0,0,0,7,0,4,45,
"Kauring",0,42,0,0,0,0,30,0,15,90,
"Kealy",0,173,0,0,0,0,167,0,43,384,
"Kebaringup",0,24,0,0,0,0,9,0,4,32,
"Kellerberrin",0,550,0,0,0,3,287,0,129,974,
"Kelmscott",164,4969,190,208,7,97,3591,74,1164,10460,
"Kendenup",7,429,0,0,0,13,425,3,115,992,
"Kenmare (WA)",0,18,0,0,0,0,10,0,0,23,
"Kennedy Range",0,0,0,0,0,0,0,0,4,4,
"Kensington (WA)",73,2232,26,43,0,31,1664,22,437,4522,
"Kentdale",0,20,0,0,0,0,70,0,20,103,
"Kenwick",196,2810,180,404,0,136,1540,33,392,5687,
"Keralup",0,0,0,0,0,0,0,3,0,3,
"Kewdale",207,2933,150,986,0,58,1854,25,679,6894,
"Keysbrook",29,144,0,0,0,0,88,0,361,622,
"Kiara",117,944,26,44,7,22,461,10,181,1820,
"Kimbolton (WA)",0,0,0,0,0,0,0,0,7,15,
"King Leopold Ranges",6,110,0,0,0,17,60,0,51,238,
"King River",4,128,0,0,0,0,104,0,36,269,
"Kings Park (WA)",0,8,0,0,0,0,3,0,0,20,
"Kingsford (WA)",4,185,0,0,0,0,102,0,40,332,
"Kingsley",139,7673,87,38,25,39,4194,27,836,13059,
"Kingston (WA)",0,8,0,0,0,0,3,0,0,8,
"Kinross",60,3608,23,73,5,35,2559,26,488,6885,
"Kirk Rock",0,11,0,0,0,0,7,0,0,16,
"Kirup",0,112,0,0,0,5,62,0,35,216,
"Kojaneerup South",0,14,0,0,0,0,19,0,7,35,
"Kojarena",0,16,0,0,0,0,10,0,0,26,
"Kojonup",3,739,0,0,0,5,378,5,171,1297,
"Kokeby",0,46,0,0,0,0,23,0,17,89,
"Kondinin",0,182,0,3,0,3,110,0,50,354,
"Kondut",0,32,0,0,0,0,9,0,0,42,
"Konnongorring",0,53,0,0,0,0,27,0,0,83,
"Koojan",0,46,0,0,0,0,11,0,3,60,
"Kookynie",0,24,0,0,0,0,6,0,11,38,
"Koolanooka",0,12,0,0,0,0,3,0,0,16,
"Koolyanobbing",0,32,0,0,0,0,33,0,27,92,
"Koomberkine",0,27,0,0,0,0,32,0,0,68,
"Koondoola",288,1944,56,434,0,22,877,14,424,4056,
"Koongamia",8,431,0,0,0,3,429,8,118,988,
"Koorda",0,144,0,0,0,0,90,0,32,264,
"Korbel",0,28,0,0,0,0,20,0,0,48,
"Kordabup",6,46,0,0,0,0,75,0,18,143,
"Korrelocking",0,21,0,0,0,0,13,0,19,52,
"Kronkup",4,73,0,0,0,3,103,0,21,216,
"Kudardup",0,49,0,0,0,0,29,0,14,96,
"Kuender",0,35,0,0,0,0,3,0,0,37,
"Kukerin",0,35,0,0,0,0,15,0,22,67,
"Kulikup",0,67,0,0,0,0,28,0,14,120,
"Kulin",0,207,0,0,0,6,116,6,36,369,
"Kulin West",0,59,0,0,0,0,23,0,5,84,
"Kulja",0,12,0,0,0,0,0,0,0,15,
"Kumarina",0,21,0,0,0,0,18,0,16,57,
"Kunjin",0,25,0,0,0,0,6,0,5,33,
"Kununoppin",0,29,0,0,0,0,13,0,3,55,
"Kununurra",71,2296,25,8,0,32,2078,16,778,5309,
"Kurnalpi",0,8,0,0,0,0,3,0,0,6,
"Kurrenkutten",0,11,0,0,0,0,10,0,3,24,
"Kweda",0,7,0,0,0,0,0,0,8,22,
"Kwelkan",0,0,0,0,0,0,3,0,8,20,
"Kwinana Beach",0,3,0,0,0,0,4,0,0,9,
"Kwinana Town Centre",3,118,9,14,0,3,72,3,29,255,
"Kwolyin",0,15,0,0,0,0,5,0,3,22,
"Lagrange",4,506,0,0,0,0,95,0,21,633,
"Lake Argyle",3,93,0,0,0,13,81,0,28,219,
"Lake Austin",0,3,0,0,0,0,0,0,3,12,
"Lake Biddy",0,21,0,0,0,0,8,0,3,40,
"Lake Brown",0,9,0,0,0,0,5,0,0,12,
"Lake Camm",0,27,0,0,0,0,8,0,7,37,
"Lake Carnegie",0,3,0,0,0,0,5,0,4,11,
"Lake Clifton",6,335,0,0,0,4,239,10,93,683,
"Lake Darlot",0,10,0,0,0,0,12,0,24,52,
"Lake Deborah",0,21,0,0,0,0,14,3,19,61,
"Lake Grace",0,309,3,0,0,0,151,3,72,542,
"Lake Hinds",0,16,0,0,0,0,5,3,0,23,
"Lake Jasper",0,0,0,0,0,0,10,0,0,8,
"Lake King",0,60,0,0,0,0,28,0,9,97,
"Lake Margarette",0,8,0,0,0,0,10,0,4,20,
"Lake Muir",0,4,0,0,0,0,3,3,8,21,
"Lake Ninan",0,9,0,0,0,0,0,0,3,21,
"Lake Toolbrunup",0,45,0,0,0,0,22,0,5,71,
"Lake Wells",0,3,0,0,0,0,0,0,7,6,
"Lakelands (WA)",58,2432,33,15,0,24,1852,32,382,4831,
"Lamington (WA)",20,1166,18,19,0,0,707,10,169,2111,
"Lancelin",10,386,0,0,0,0,244,0,91,727,
"Landsdale",482,6365,673,645,26,131,3001,39,842,12208,
"Lange",0,150,8,0,0,0,70,4,19,250,
"Langford",421,2178,196,711,0,147,1582,22,408,5667,
"Latham (WA)",0,24,0,0,0,0,28,0,7,57,
"Lathlain",66,1617,70,47,0,13,1268,19,265,3371,
"Laverton (WA)",11,361,5,0,0,3,250,22,217,876,
"Learmonth (WA)",0,9,0,0,0,0,0,0,0,11,
"Leda",24,1559,22,49,7,26,1201,30,378,3298,
"Ledge Point",5,125,0,3,0,0,57,0,45,240,
"Leederville",69,1247,7,17,12,17,1397,19,382,3157,
"Leeman",3,191,0,0,0,0,119,0,41,349,
"Leeming",355,5881,183,126,8,125,3384,31,640,10729,
"Leeuwin",0,3,0,0,0,0,0,0,0,3,
"Leinster",9,207,0,0,0,0,210,0,156,584,
"Lennard Brook",0,125,0,0,0,0,44,0,24,191,
"Leonora",10,302,0,0,0,18,272,7,174,777,
"Leschenault",14,1657,0,11,0,7,977,13,249,2935,
"Lesley",0,0,0,0,0,0,0,0,0,0,
"Lesmurdie",63,4996,11,21,7,22,2651,27,636,8435,
"Lexia",0,15,0,0,0,0,10,0,0,28,
"Lime Lake",0,8,0,0,0,0,11,0,0,19,
"Linfarne",0,30,0,0,0,0,22,0,8,60,
"Little Grove",8,686,0,0,0,7,696,6,92,1504,
"Little Italy",0,17,0,0,0,0,0,0,0,12,
"Little Sandy Desert",0,0,0,0,0,0,6,0,4,9,
"Lockier",0,11,0,0,0,0,4,0,0,17,
"Lockridge",122,1601,50,82,7,39,1122,35,411,3469,
"Lockyer (WA)",12,605,0,0,0,14,495,8,163,1297,
"Lol Gray",0,13,0,0,0,0,5,0,4,20,
"Londonderry (WA)",0,0,0,0,0,0,0,0,0,0,
"Lort River",0,19,0,0,0,0,7,0,10,39,
"Lowden",0,58,0,0,0,0,44,0,11,123,
"Lower Chittering",10,1160,0,15,0,0,694,0,242,2123,
"Lower Hotham",0,9,0,0,0,0,14,0,8,32,
"Lower King",16,883,0,0,0,12,749,15,163,1835,
"Lowlands",0,42,0,0,0,0,86,0,22,160,
"Ludlow",0,54,0,0,0,0,32,0,22,112,
"Lumeah (WA)",0,31,0,0,0,0,41,0,9,79,
"Lyalls Mill",0,3,0,0,0,0,9,0,0,19,
"Lyndon",0,26,0,0,0,0,13,0,25,59,
"Lynwood (WA)",169,1460,104,183,4,76,1101,14,338,3441,
"Macleod (WA)",0,11,0,0,0,0,20,0,7,35,
"Maddington",302,5271,544,1174,5,263,2765,66,989,11369,
"Madeley",139,3510,269,174,0,44,1502,35,403,6083,
"Madora Bay",24,1492,7,3,0,18,935,14,225,2728,
"Madura",0,4,0,0,0,0,9,0,9,18,
"Magenta (WA)",0,4,0,0,0,0,0,0,0,6,
"Magitup",0,20,0,0,0,0,7,0,0,28,
"Mahogany Creek",3,413,0,0,0,3,304,6,167,898,
"Mahomets Flats",12,477,4,0,0,0,241,4,94,831,
"Maida Vale",27,2535,7,25,7,19,1563,40,275,4496,
"Maitland (WA)",0,3,0,0,0,0,0,0,0,4,
"Malabaine",0,27,0,0,0,0,10,0,11,42,
"Malaga",0,8,0,0,0,0,0,0,0,8,
"Malebelling",0,22,0,0,0,0,5,0,12,37,
"Mallee Hill",0,20,0,0,0,0,4,0,0,27,
"Malmalling",0,0,0,0,0,0,0,0,0,0,
"Malyalling",0,3,0,0,0,0,19,0,0,30,
"Mandogalup",0,28,0,0,0,0,9,0,12,55,
"Mandurah",122,3887,153,81,6,96,2501,41,946,7836,
"Manjimup",28,2188,12,35,0,12,1613,17,448,4353,
"Manmanning",0,22,0,0,0,0,9,0,0,27,
"Manning",81,2093,39,243,0,38,1309,14,320,4139,
"Manypeaks",0,74,0,0,0,0,65,0,11,153,
"Marangaroo",853,5481,63,443,11,62,2834,29,812,10587,
"Maranup",0,22,0,0,0,0,29,0,3,59,
"Marbelup",0,178,0,0,0,0,133,3,29,349,
"Marble Bar",0,199,0,0,0,58,239,5,123,631,
"Marchagee",0,14,0,0,0,0,16,0,0,36,
"Mardella",0,261,0,3,0,0,174,3,34,486,
"Mardie",18,319,12,7,3,8,300,7,294,971,
"Margaret River (WA)",149,2544,24,45,5,41,3981,57,810,7655,
"Mariginiup",13,510,0,3,0,5,239,3,61,840,
"Marmion",13,1272,3,0,3,8,790,8,186,2284,
"Marne",0,5,0,0,0,0,7,0,3,16,
"Marracoonda",0,10,0,0,0,0,0,0,0,10,
"Marradong",0,33,0,0,0,0,10,0,3,47,
"Marrah",0,0,0,0,0,0,0,0,6,6,
"Marrinup",0,4,0,0,0,0,0,0,0,5,
"Martin",15,906,28,31,0,7,415,0,114,1522,
"Marvel Loch",0,53,0,0,0,0,15,0,21,91,
"Marybrook",7,91,0,0,0,0,62,0,70,236,
"Massey Bay",0,0,0,0,0,0,0,0,0,0,
"Maya",0,13,0,0,0,0,4,0,0,20,
"Mayanup",0,92,0,0,0,0,57,0,10,160,
"Maylands (WA)",363,4877,646,437,28,251,4605,96,1288,12581,
"McAlinden",0,31,0,0,0,0,23,0,7,66,
"McBeath",0,21,0,0,0,0,7,0,25,52,
"McKail",21,1826,3,0,0,17,1289,24,265,3448,
"Meadow",0,5,0,0,0,0,4,0,0,8,
"Meadow Springs",109,4528,61,39,3,27,2779,31,621,8193,
"Meckering",0,136,0,0,0,0,84,3,11,237,
"Meda",0,7,0,0,0,0,9,0,0,17,
"Medina",35,943,10,13,0,34,1021,14,307,2375,
"Meekatharra",7,279,0,0,0,7,256,4,160,708,
"Meeking",0,4,0,0,0,0,3,0,0,8,
"Meelon",0,123,0,0,0,0,54,0,16,196,
"Meenaar",0,25,0,0,0,0,0,0,0,31,
"Meerup",0,59,0,0,0,0,91,0,17,164,
"Melaleuca",0,3,0,0,0,0,0,0,0,3,
"Melville (WA)",64,3069,24,34,3,15,2044,26,415,5696,
"Menora",31,1409,3,7,209,4,573,10,344,2592,
"Menzies (WA)",0,49,0,0,0,0,40,0,17,103,
"Merilup",0,18,0,0,0,0,6,0,5,18,
"Merivale",0,39,0,0,0,0,37,0,13,84,
"Merkanooka",0,38,0,0,0,0,3,0,12,50,
"Merredin",10,1449,0,6,0,14,1077,16,272,2850,
"Merriwa (WA)",90,2785,40,52,10,56,1922,24,519,5496,
"Meru",0,21,0,0,0,0,15,0,0,36,
"Metricup",0,103,0,5,0,0,83,0,33,222,
"Mettler",0,12,0,0,0,0,14,0,0,25,
"Miamoon",0,9,0,0,0,0,0,0,0,14,
"Middle Swan",33,1471,45,25,0,31,909,16,313,2849,
"Middlesex (WA)",0,107,0,0,0,0,81,0,28,221,
"Middleton Beach",7,398,0,0,0,7,240,5,65,732,
"Midland",96,2837,143,79,0,103,1792,40,876,5969,
"Midvale",19,736,27,10,0,14,511,17,156,1495,
"Miling",0,64,0,0,0,0,47,0,22,138,
"Millars Well",38,825,24,32,0,10,729,8,154,1825,
"Millbridge",16,1138,11,21,0,22,1008,17,169,2399,
"Millbrook (WA)",6,139,0,0,0,3,106,5,15,269,
"Millendon",3,340,0,0,0,3,121,0,53,520,
"Mills Lake",0,19,0,0,0,0,0,0,19,40,
"Millstream (WA)",0,10,0,0,0,0,9,0,4,17,
"Milo",0,15,0,0,0,0,0,0,0,16,
"Milpara",0,509,3,0,0,9,270,3,54,845,
"Mimegarra",0,13,0,0,0,0,0,0,0,19,
"Mindarabin",0,43,0,0,0,0,19,0,7,64,
"Mindarie (WA)",72,4601,29,46,9,31,2208,20,505,7518,
"Mindarra",0,11,0,0,0,0,12,0,15,34,
"Minding",0,20,0,0,0,0,7,0,11,37,
"Mingenew",5,151,0,0,0,0,93,0,32,277,
"Minigin",0,53,0,0,0,0,17,0,13,77,
"Minilya",0,12,0,0,0,0,0,0,9,19,
"Minnenooka",0,23,0,0,0,0,15,0,0,37,
"Minnivale",0,21,0,0,0,4,13,0,0,40,
"Minyirr",0,52,0,0,0,0,39,0,18,107,
"Mira Mar",5,810,3,0,0,9,768,17,135,1751,
"Mirrabooka (WA)",773,3357,75,1744,5,65,1485,24,586,8105,
"Mitchell Plateau",0,20,0,0,0,0,0,0,26,49,
"Mobrup",0,25,0,0,0,0,18,0,4,42,
"Mocardy",0,49,0,0,0,0,35,0,4,86,
"Mogumber",0,37,0,0,0,0,14,0,6,59,
"Mokine",0,107,0,0,0,0,73,0,17,202,
"Mokup",0,33,0,0,0,0,14,0,6,52,
"Mollerin",0,24,0,0,0,0,0,0,0,27,
"Molloy Island",0,67,0,0,0,0,33,0,12,114,
"Monjebup",0,13,0,0,0,0,5,0,0,22,
"Monjingup",5,232,0,0,0,0,128,0,61,429,
"Moodiarrup",0,26,0,0,0,0,17,0,7,53,
"Moojebing",0,28,0,0,0,0,14,0,13,58,
"Mooliabeenee",0,93,0,0,0,0,38,9,18,158,
"Moondah",3,14,0,0,0,3,9,0,0,38,
"Moondyne",0,13,0,0,0,0,21,0,7,42,
"Moonies Hill",0,22,0,0,0,0,3,0,10,35,
"Moonyoonooka",32,148,0,0,0,0,55,0,13,242,
"Moora (WA)",4,1067,4,0,0,4,494,4,197,1775,
"Moore River National Park",0,0,0,0,0,0,0,0,0,0,
"Mooriary",0,10,0,0,0,0,0,0,5,15,
"Moorine Rock",0,39,0,0,0,0,12,0,10,64,
"Morangup",9,361,0,0,0,7,306,5,89,776,
"Morawa",8,289,7,0,0,5,152,0,61,536,
"Morbinning",0,13,0,0,0,0,12,0,0,25,
"Mordalup",0,17,0,0,0,0,7,0,0,26,
"Moresby (WA)",3,544,3,0,0,0,261,10,48,866,
"Morgantown",8,360,0,0,0,5,245,6,156,791,
"Morley",1017,11340,559,781,116,235,5577,94,1807,21529,
"Mornington (WA)",0,16,0,0,0,0,27,0,11,53,
"Mosman Park (WA)",153,4359,101,52,12,46,3033,39,957,8755,
"Moulyinning",0,22,0,0,0,0,22,0,4,51,
"Mount Adams",0,11,0,0,0,0,3,0,0,14,
"Mount Anketell",0,0,0,0,0,0,0,0,0,0,
"Mount Barker (WA)",14,1315,4,95,4,26,942,20,322,2740,
"Mount Budd",0,4,0,0,0,0,12,0,0,16,
"Mount Burges",0,78,0,0,0,7,9,0,0,97,
"Mount Caroline",0,3,0,0,0,0,4,0,0,11,
"Mount Claremont",58,2763,48,25,14,36,1247,12,403,4612,
"Mount Clarence",13,328,8,0,0,3,274,5,50,687,
"Mount Elphinstone",0,48,0,0,0,0,45,0,5,94,
"Mount Erin",0,4,0,0,0,0,0,0,0,4,
"Mount Hampton",0,19,0,0,0,0,0,0,5,30,
"Mount Hardey",0,81,0,0,0,0,85,0,11,176,
"Mount Hardman",0,319,0,0,0,5,30,0,99,452,
"Mount Hawthorn",131,3584,23,81,36,37,3116,33,507,7545,
"Mount Helena",59,1387,9,11,8,17,1427,32,245,3183,
"Mount Hill",0,19,0,0,0,0,9,0,13,45,
"Mount Holland",0,6,0,0,0,0,0,0,0,4,
"Mount Horner",0,25,0,0,0,0,9,0,0,32,
"Mount Jackson",0,0,0,0,0,0,0,0,0,0,
"Mount Lawley",252,4865,146,99,98,60,4260,57,1286,11124,
"Mount Lindesay (WA)",0,0,0,0,0,0,0,0,0,0,
"Mount Madden",0,18,0,0,0,0,15,0,0,30,
"Mount Magnet",3,181,0,0,0,0,151,5,127,468,
"Mount Melville",9,467,9,0,0,5,515,3,84,1092,
"Mount Nasura",33,1629,17,15,0,16,1010,12,246,2981,
"Mount Ney",0,7,0,0,0,0,0,0,0,7,
"Mount Observation (WA)",0,0,0,0,0,0,0,0,0,0,
"Mount Palmer",0,0,0,0,0,0,0,0,0,0,
"Mount Pleasant (WA)",177,3678,110,111,8,92,2000,23,477,6685,
"Mount Richon",15,1078,0,21,0,13,676,6,166,1972,
"Mount Romance",0,0,0,0,0,0,0,0,0,0,
"Mount Sheila",10,422,6,3,0,11,369,16,221,1060,
"Mount Sheridan (WA)",0,27,0,0,0,0,7,0,12,48,
"Mount Stirling",0,18,0,0,0,0,5,0,0,21,
"Mount Tarcoola",28,1815,24,81,0,14,953,18,271,3199,
"Mount Walker (WA)",0,29,0,0,0,0,20,0,0,52,
"Mount Wells",0,0,0,0,0,0,0,0,0,0,
"Mouroubra",0,0,0,0,0,0,0,0,0,0,
"Muchea",4,468,0,0,0,4,377,3,114,967,
"Muckenburra",0,71,0,0,0,0,68,0,7,153,
"Mueller Ranges",0,205,0,0,0,0,91,0,85,379,
"Muja",0,11,0,0,0,0,4,0,0,14,
"Mukinbudin",9,224,0,0,0,0,84,0,39,354,
"Mulataga",0,0,0,0,0,0,0,0,0,0,
"Mulga Downs",0,43,0,0,0,5,57,0,67,183,
"Mullaloo",58,3299,28,12,3,6,2081,28,467,5986,
"Mullalyup",4,69,0,0,0,0,54,0,27,151,
"Mullewa",0,260,0,0,0,5,114,0,65,441,
"Mullingar",0,135,0,5,0,0,122,4,36,300,
"Muluckine",0,100,0,0,0,0,59,0,61,215,
"Mumballup",0,34,0,0,0,0,33,0,10,81,
"Mumberkine",0,37,0,0,0,0,24,0,0,59,
"Mundabullangana",0,3,0,0,0,0,8,0,4,13,
"Mundaring",32,1675,0,5,5,14,1077,14,224,3043,
"Mundijong",5,606,0,0,0,4,473,8,135,1235,
"Mundrabilla",0,11,0,0,0,0,9,0,3,25,
"Mungalup",0,22,0,0,0,0,13,0,4,46,
"Munglinup",0,40,0,0,0,0,54,0,24,127,
"Munster",27,2860,7,24,0,31,1172,18,294,4431,
"Muntadgin",0,16,0,0,0,0,19,0,16,49,
"Muradup",0,73,0,0,0,0,20,0,14,110,
"Murchison (WA)",0,33,0,0,0,0,13,0,9,61,
"Murdoch",185,1688,92,90,0,29,886,14,537,3522,
"Murdong",0,11,0,0,0,0,11,0,7,25,
"Muresk",0,16,0,0,0,0,10,0,3,33,
"Myalup",4,157,0,0,0,0,120,0,76,358,
"Myara",0,0,0,0,0,0,0,0,0,0,
"Myaree",12,1068,13,18,0,14,620,6,198,1951,
"Myrup",0,265,0,0,0,0,173,0,63,501,
"Nabawa",0,69,0,0,0,0,45,0,17,136,
"Nairibin",0,13,0,0,0,0,0,0,0,19,
"Nalkain",0,6,0,0,0,0,5,0,8,14,
"Nalyerlup",0,11,0,0,0,0,8,0,0,19,
"Namban",0,17,0,0,0,0,10,0,0,29,
"Nambeelup",0,168,0,0,0,0,122,0,25,318,
"Nambung",0,23,0,0,0,0,8,0,3,34,
"Nanarup",0,12,0,0,0,0,19,0,0,35,
"Nanga",0,5,0,0,0,0,7,0,0,16,
"Nanga Brook",0,0,0,0,0,0,0,0,0,0,
"Nangeenan",0,51,0,0,0,0,7,0,7,66,
"Nangetty",0,11,0,0,0,0,9,0,0,13,
"Nannup",9,394,0,0,0,7,401,14,111,932,
"Nanson",0,49,0,0,0,0,27,0,37,117,
"Nanutarra",0,30,0,0,0,0,34,0,6,74,
"Napier",0,103,0,0,0,0,125,0,38,278,
"Naraling",0,7,0,0,0,0,6,0,5,13,
"Narembeen",0,281,0,0,0,0,139,3,52,472,
"Narngulu",0,30,0,0,0,0,16,0,342,395,
"Narra Tarra",0,53,0,0,0,0,17,0,11,76,
"Narraloggan",0,20,0,0,0,0,4,0,3,30,
"Narrikup",0,231,0,0,0,0,201,0,57,490,
"Narrogin",35,2409,26,10,0,19,1270,10,485,4275,
"Narrogin Valley",0,77,0,0,0,0,41,0,5,122,
"Naturaliste",0,30,0,0,0,0,32,0,11,75,
"Naval Base",0,6,0,0,0,4,11,0,7,21,
"Neale",0,0,0,0,0,0,0,0,0,0,
"Nedlands",223,5083,125,100,63,50,3725,40,782,10195,
"Needilup",0,46,0,0,0,0,37,0,23,101,
"Neendaling",0,12,0,0,0,0,8,0,0,24,
"Neerabup",8,55,0,0,0,0,17,0,24,100,
"Neergabby",16,103,0,8,0,3,80,0,25,232,
"Nembudding",0,5,0,0,0,0,0,0,3,14,
"Neridup",0,76,0,0,0,0,41,0,29,146,
"Nerramyne",0,0,0,0,0,0,0,0,0,0,
"Nerren Nerren",0,4,0,0,0,0,0,0,0,4,
"New Norcia",0,46,0,0,0,0,18,0,33,104,
"Newcarlbeon",0,17,0,0,0,0,9,0,0,23,
"Newdegate",0,92,0,0,0,0,57,0,19,167,
"Newlands (WA)",3,73,0,0,0,4,28,0,8,116,
"Newman",100,2970,67,46,4,59,2295,36,1663,7241,
"Ngaanyatjarra-Giles",4,395,0,0,0,73,63,0,434,961,
"Nickol",70,2173,72,48,0,16,1744,39,468,4619,
"Nilgen",0,107,0,0,0,0,96,0,27,231,
"Nillup",0,27,0,0,0,0,25,0,8,60,
"Ningaloo",0,0,0,0,0,0,4,0,9,16,
"Nippering",0,7,0,0,0,3,6,0,3,16,
"Nirimba",0,49,0,0,0,0,19,0,0,74,
"Noggerup",0,27,0,0,0,3,49,0,5,80,
"Nokaning",0,47,0,0,0,0,12,0,0,55,
"Nolba",0,15,0,0,0,0,5,0,0,22,
"Nollamara",619,5017,490,826,36,352,2975,56,1188,11568,
"Nomans Lake",0,29,0,0,0,0,16,0,4,46,
"Noranda",394,4691,82,232,299,79,1600,19,579,7978,
"Nornalup",0,25,0,0,0,0,29,0,9,62,
"Norpa",0,12,0,0,0,0,4,0,3,18,
"Norseman",9,266,0,6,0,4,212,3,72,579,
"North Baandee",0,22,0,0,0,0,7,0,10,38,
"North Bannister",0,0,0,0,0,0,0,0,0,0,
"North Beach (WA)",37,1741,7,32,7,18,1289,20,251,3409,
"North Bodallin",0,12,0,0,0,0,5,0,0,17,
"North Boyanup",4,227,0,0,0,0,87,0,28,341,
"North Burngup",0,7,0,0,0,0,0,0,0,7,
"North Cascade",0,0,0,0,0,0,0,0,5,3,
"North Coogee",24,1288,10,10,0,3,754,3,290,2382,
"North Dandalup",7,371,7,0,0,0,239,0,80,711,
"North Eradu",0,0,0,0,0,0,4,0,10,14,
"North Fremantle",39,1448,10,7,17,4,1364,17,433,3337,
"North Greenbushes",0,59,0,0,0,7,45,0,9,115,
"North Jindong",0,42,0,0,0,0,30,0,5,80,
"North Kellerberrin",0,20,0,0,0,0,15,0,0,38,
"North Kukerin",0,43,0,0,0,0,28,0,8,79,
"North Kununoppin",0,20,0,0,0,0,3,0,5,31,
"North Lake",57,700,19,8,6,16,409,8,77,1296,
"North Lake Grace",0,15,0,0,0,0,0,0,3,22,
"North Moulyinning",0,22,0,0,0,0,16,0,0,36,
"North Perth",223,3985,53,67,52,43,3345,49,930,8745,
"North Plantations",62,189,0,0,0,0,57,0,38,350,
"North Stirlings",0,14,0,0,0,0,8,0,4,30,
"North Tammin",0,89,0,0,0,0,33,0,4,125,
"North Trayning",0,7,0,0,0,0,12,0,9,24,
"North Walpole",0,31,0,0,0,0,48,0,12,95,
"North West Cape",0,46,0,0,0,0,60,0,20,129,
"North Wialki",0,11,0,0,0,0,0,0,0,14,
"North Yelbeni",0,12,0,0,0,0,5,0,0,15,
"North Yunderup",4,437,0,0,0,5,313,9,90,850,
"Northam",30,3688,23,27,3,36,1924,38,775,6545,
"Northampton",0,500,0,0,0,0,225,0,88,815,
"Northbridge (WA)",51,300,20,14,3,5,491,6,414,1303,
"Northcliffe",7,106,0,0,0,3,141,5,40,303,
"Northern Gully",0,16,0,0,0,0,3,0,0,22,
"Nowergup",3,98,0,0,0,0,71,0,16,191,
"Nugadong",0,7,0,0,0,0,6,0,0,18,
"Nukarni",0,31,0,0,0,0,9,0,3,48,
"Nullagine",22,706,3,5,0,22,628,22,282,1704,
"Nullaki",0,4,0,0,0,0,20,0,4,29,
"Nulsen",3,461,0,0,0,7,476,9,184,1141,
"Nungarin",0,79,0,0,0,0,55,0,11,146,
"Nunierra",0,9,0,0,0,0,0,0,0,13,
"Nunile",0,47,0,0,0,0,33,0,13,97,
"Nyabing",0,146,0,0,0,5,95,0,51,298,
"O'Connor (WA)",14,216,5,6,0,0,168,10,43,464,
"Oakajee",0,0,0,0,0,0,0,0,0,3,
"Oakford",18,1484,5,19,0,0,922,9,171,2634,
"Ocean Beach",19,287,0,0,7,8,500,4,119,946,
"Ocean Reef",112,4620,60,46,0,37,2383,25,553,7843,
"Ogilvie",0,43,0,0,0,0,11,0,6,60,
"Old Plains",0,31,0,0,0,0,23,0,11,67,
"Oldbury",7,175,0,0,0,0,114,0,37,335,
"Ongerup",0,40,0,0,0,0,45,0,7,91,
"Onslow",11,358,4,4,0,7,326,9,131,851,
"Oombulgurri",0,4,0,0,0,0,9,0,0,17,
"Ora Banda",0,8,0,0,0,0,0,0,0,12,
"Orana",9,1058,9,0,0,18,772,13,176,2053,
"Orange Grove (WA)",15,433,0,10,0,8,184,0,99,749,
"Orange Springs",0,11,0,0,0,0,5,0,6,18,
"Orchid Valley",0,19,0,0,0,0,10,0,0,28,
"Ord River",3,82,0,0,0,0,30,0,20,138,
"Orelia",57,2242,16,27,0,40,1676,29,616,4702,
"Osborne Park",159,1697,400,168,0,72,1192,28,397,4121,
"Osmington",0,65,0,0,0,0,49,0,10,135,
"Padbury",90,4092,44,106,3,42,3263,35,518,8184,
"Palgarup",7,73,0,0,0,0,54,5,13,149,
"Pallinup",0,55,0,0,0,0,18,0,18,93,
"Palmdale (WA)",0,13,0,0,0,0,6,0,8,22,
"Palmer (WA)",0,34,0,0,0,0,15,0,18,63,
"Palmyra (WA)",98,3383,7,34,8,30,2724,52,604,6950,
"Pannawonica",8,349,0,3,0,0,266,8,55,694,
"Pantapin",0,22,0,0,0,0,8,0,4,38,
"Paraburdoo",18,595,6,12,0,3,535,4,198,1383,
"Paradise (WA)",0,124,0,0,0,0,27,8,12,160,
"Pardoo",0,25,0,0,0,0,8,0,23,57,
"Parker Range",0,0,0,0,0,0,0,0,0,0,
"Parkerville",11,1015,0,5,0,11,1046,31,207,2325,
"Parkeston",0,53,0,0,0,0,0,0,6,66,
"Parkfield",0,25,0,0,0,0,18,0,14,52,
"Parklands (WA)",10,355,0,0,0,0,164,0,57,580,
