Australian Bureau of Statistics

"2016 Census - Cultural Diversity"
"SSC (UR) by RELP - 1 Digit Level"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"RELP - 1 Digit Level","Buddhism","Christianity","Hinduism","Islam","Judaism","Other Religions","Secular Beliefs and Other Spiritual Beliefs and No Religious Affiliation","Inadequately described","Not stated","Total",
"Jubilee Heights",0,78,0,0,0,0,44,0,20,141,
"Jubilee Pocket",25,851,8,0,4,4,669,7,250,1819,
"Julago",0,69,0,0,0,0,38,0,0,109,
"Julatten",6,542,7,0,0,4,351,3,180,1090,
"Julia Creek",0,351,0,0,0,0,113,4,45,510,
"Junabee",0,162,0,0,0,0,31,0,23,215,
"Junction View",0,29,0,0,0,0,8,0,16,47,
"Jundah",0,82,0,0,0,0,19,0,7,100,
"Kaban",0,53,0,0,0,0,37,0,17,100,
"Kabra",0,281,0,0,0,4,89,0,50,420,
"Kagaru",0,8,0,0,0,0,0,0,7,18,
"Kaimkillenbun",0,212,0,0,0,0,50,0,27,292,
"Kairabah",0,0,0,0,0,0,0,0,0,0,
"Kairi",0,305,0,0,0,0,94,0,36,437,
"Kalapa",0,56,0,0,0,0,11,0,20,89,
"Kalbar",13,708,0,0,4,9,271,0,92,1087,
"Kalinga",15,1268,33,10,9,13,583,9,183,2124,
"Kalkadoon",0,5,0,0,0,0,7,0,11,26,
"Kalkie",16,1784,29,31,0,12,634,15,157,2689,
"Kallangur",152,11129,141,38,32,137,6968,174,1627,20403,
"Kalpowar",0,43,0,0,0,0,15,0,10,64,
"Kalunga",0,54,0,0,0,0,22,6,14,95,
"Kamerunga",25,486,0,5,0,5,409,10,108,1045,
"Kandanga",0,330,0,0,3,4,238,3,86,660,
"Kandanga Creek",0,69,0,0,0,0,49,0,4,122,
"Kangaroo Point (Qld)",155,3587,161,153,15,55,2888,72,966,8063,
"Kanigan",0,76,3,0,0,3,22,0,10,116,
"Kanimbla (Qld)",55,1483,49,8,0,42,761,5,268,2668,
"Kapaldo",0,30,0,0,0,0,7,0,4,43,
"Karalee",23,2745,15,7,0,16,1260,13,275,4348,
"Karana Downs",25,2104,4,3,0,22,1448,20,235,3859,
"Karara",0,89,0,0,0,0,25,0,13,122,
"Karawatha",0,11,0,0,0,0,5,0,5,16,
"Karrabin",0,272,0,0,0,4,119,0,34,424,
"Karragarra Island",4,90,0,0,4,5,83,0,23,204,
"Karron",0,0,0,0,0,0,0,0,0,0,
"Karumba",0,297,0,0,0,0,155,3,75,531,
"Kawana",40,2913,44,28,0,26,977,21,372,4422,
"Kawl Kawl",0,20,0,0,0,0,0,0,0,20,
"Kawungan",45,3044,16,3,0,17,1227,6,449,4820,
"Kearneys Spring",109,5030,251,433,0,152,1650,38,887,8551,
"Kedron",102,5122,157,72,7,115,2900,59,815,9360,
"Kelsey Creek",0,79,0,0,0,0,38,0,10,125,
"Kelso (Qld)",59,6223,4,15,0,46,3115,39,1031,10539,
"Kelvin Grove",291,2324,132,586,5,41,3645,74,830,7926,
"Kelvinhaugh",0,34,0,0,0,0,3,0,4,44,
"Kemmis",0,3,0,0,0,0,0,0,0,3,
"Kenilworth",8,301,0,0,0,5,182,6,53,556,
"Kenmore",180,4730,180,59,22,55,3146,41,549,8960,
"Kenmore Hills",59,1299,29,9,0,12,809,5,173,2405,
"Kennedy",0,91,0,0,0,5,53,0,14,167,
"Kensington (Qld)",9,327,0,0,0,0,161,0,85,568,
"Kensington Grove",19,1046,0,9,0,3,478,8,150,1711,
"Kents Lagoon",0,39,0,0,0,0,9,0,7,56,
"Kents Pocket",0,24,0,0,0,0,4,0,0,28,
"Kentville",0,68,0,0,0,0,22,0,14,103,
"Keperra",74,3935,22,19,8,35,2237,36,446,6809,
"Kepnock",27,2813,6,24,0,8,1167,16,374,4438,
"Keppel Sands",0,241,0,0,0,0,83,0,32,361,
"Keriri Island",0,209,0,0,0,0,24,0,29,263,
"Kerry",5,234,0,0,0,0,56,0,29,327,
"Kewarra Beach",101,2784,10,11,10,19,2128,37,544,5653,
"Keysland",0,7,0,0,0,0,0,0,0,15,
"Kholo",7,258,0,0,0,5,115,5,16,394,
"Khosh Bulduk",0,26,0,0,0,0,12,0,9,46,
"Kia Ora (Qld)",0,127,0,0,0,0,66,0,14,210,
"Kiamba",0,86,0,0,0,9,62,0,30,194,
"Kianga (Qld)",0,178,0,0,0,0,29,3,24,231,
"Kidaman Creek",0,52,0,0,0,0,44,0,32,132,
"Kiels Mountain",21,360,0,0,0,8,210,18,48,663,
"Kilbirnie",0,34,0,0,0,0,13,0,13,60,
"Kilcoy",20,1269,0,18,0,3,451,8,132,1897,
"Kilcummin",0,197,0,0,0,0,34,0,32,257,
"Kilkivan",6,404,0,0,0,3,219,0,68,710,
"Killaloe",0,68,0,0,0,0,35,0,20,113,
"Killarney (Qld)",3,661,7,0,0,3,197,0,85,956,
"Kilmorey Falls",0,0,0,0,0,0,0,0,0,0,
"Kimberley (Qld)",0,15,0,0,0,0,12,0,9,36,
"Kin Kin",8,307,4,0,0,9,305,3,126,758,
"Kin Kora",51,1561,38,5,3,13,708,13,194,2584,
"Kinbombi",0,26,0,0,0,0,4,0,6,35,
"Kinchant Dam",0,87,0,0,0,0,23,0,8,122,
"Kincora",0,44,0,0,0,0,16,0,5,58,
"Kindon",0,8,0,0,0,0,0,0,6,16,
"King Scrub",0,182,0,0,0,0,110,0,54,346,
"Kingaham",0,13,0,0,0,0,0,0,0,17,
"Kingaroy",67,6327,19,6,0,47,2667,60,823,10024,
"Kings Beach",36,1499,58,0,0,26,843,19,303,2788,
"Kings Creek",0,43,0,0,0,0,19,0,9,72,
"Kings Siding",0,13,0,0,0,0,0,0,0,13,
"Kingsholme",6,177,0,0,0,0,71,0,32,286,
"Kingsthorpe",4,1308,0,0,0,6,402,0,146,1872,
"Kingston (Qld)",207,5370,129,592,0,66,2719,36,1411,10534,
"Kinka Beach",5,378,0,0,0,0,135,3,96,623,
"Kinkuna",0,90,0,0,0,0,19,0,4,115,
"Kinleymore",0,59,0,0,0,0,12,0,15,91,
"Kinnoul",0,49,0,0,0,0,15,0,4,75,
"Kioma",0,25,0,0,0,0,0,0,0,27,
"Kippa-Ring",113,5571,42,14,16,67,3009,64,888,9784,
"Kirknie",0,44,0,0,0,0,7,0,0,60,
"Kirkwood",28,1194,55,47,0,0,755,0,156,2249,
"Kirrama",0,6,0,0,0,0,5,0,0,14,
"Kirwan",127,13794,60,99,5,95,5567,98,1575,21420,
"Kitoba",0,16,0,0,0,0,0,0,0,14,
"Kleinton",8,1115,4,0,0,0,366,8,103,1613,
"Knapp Creek",0,40,0,0,0,0,20,0,4,60,
"Koah",9,266,0,0,6,5,228,0,97,605,
"Kobble Creek",4,330,0,0,0,6,242,0,57,638,
"Kogan",6,105,0,0,0,0,35,0,41,189,
"Kokotungo",0,67,0,0,0,0,24,0,10,100,
"Kolonga",0,27,0,0,0,0,10,0,11,52,
"Koombooloomba",0,0,0,0,0,0,0,0,0,0,
"Koongal",57,2688,35,77,0,21,1008,20,384,4287,
"Kooralbyn",12,952,14,0,0,22,560,5,152,1732,
"Kooralgin",0,32,0,0,0,0,8,0,0,46,
"Kooringal (Qld)",0,26,0,0,0,0,9,0,11,43,
"Kooroomool",0,0,0,0,0,0,0,0,0,0,
"Kooroongarra",0,40,0,0,0,0,7,0,7,57,
"Koumala",5,603,0,0,0,0,151,4,74,831,
"Kowanyama",3,781,0,0,0,9,125,0,31,944,
"Kowguran",0,32,0,0,0,0,12,0,5,41,
"Kragra",0,22,0,0,0,0,0,0,0,22,
"Kulangoor",10,251,0,0,0,0,159,4,63,480,
"Kulgun",0,39,0,0,0,0,23,0,3,66,
"Kullogum",3,67,0,0,0,0,31,0,17,120,
"Kulpi",0,57,0,0,0,0,15,0,0,74,
"Kuluin",39,1199,9,7,0,3,916,10,180,2364,
"Kumbarilla",0,100,0,0,0,0,41,0,44,191,
"Kumbia",0,200,0,0,0,0,52,0,41,295,
"Kunda Park",0,21,0,0,0,0,7,0,4,32,
"Kunioon",0,26,0,0,0,0,5,0,10,33,
"Kunwarara",0,59,0,0,0,0,5,0,8,69,
"Kuraby",324,2896,260,2040,4,312,1708,24,545,8108,
"Kuranda",71,1197,8,6,4,49,1217,16,439,3004,
"Kureelpa",13,516,0,0,0,0,282,7,81,907,
"Kureen",0,55,0,0,0,4,58,0,3,122,
"Kuridala",0,4,0,0,0,0,3,0,0,11,
"Kurrimine Beach",7,501,3,0,0,12,159,6,51,726,
"Kurrowah",0,14,0,0,0,0,0,0,14,27,
"Kurumbul",0,36,0,0,0,0,11,0,3,50,
"Kurwongbah",12,899,3,4,0,6,393,4,112,1433,
"Kuttabul",0,490,0,0,0,3,136,3,93,729,
"Kybong",0,193,0,0,0,0,110,0,31,333,
"Kynuna",0,35,0,0,0,0,7,0,11,53,
"Kyoomba",0,54,0,0,0,0,27,0,12,88,
"Labrador",363,8653,151,435,39,153,6063,115,2290,18261,
"Laceys Creek",0,142,0,0,0,7,92,0,33,278,
"Laglan",0,0,0,0,0,0,0,0,0,3,
"Lagoon Pocket",0,99,0,0,0,0,14,0,6,123,
"Laguna Quays",0,26,0,0,0,0,22,0,13,64,
"Laidley",25,2325,4,13,0,12,1028,10,389,3803,
"Laidley Creek West",0,87,0,0,0,0,46,0,11,151,
"Laidley Heights",9,828,0,0,0,5,296,5,114,1263,
"Laidley North",3,229,0,8,0,0,132,0,35,408,
"Laidley South",0,177,0,0,0,0,61,0,25,273,
"Lake Barrine",0,93,0,0,0,4,42,0,14,151,
"Lake Borumba",0,0,0,0,0,0,0,0,3,4,
"Lake Clarendon",0,209,0,0,0,0,31,0,43,283,
"Lake Eacham",0,230,0,0,0,0,170,4,39,453,
"Lake Macdonald",22,691,0,0,0,8,554,6,73,1358,
"Lake Manchester",0,17,0,0,0,0,9,0,0,20,
"Lake Mary",0,61,0,0,0,5,23,0,3,100,
"Lake Monduran",0,0,0,0,0,0,0,0,0,0,
"Lake Proserpine",0,12,0,0,0,0,0,0,3,11,
"Lake Tinaroo",0,0,0,0,0,0,0,0,0,0,
"Lake Wivenhoe",0,3,0,0,0,0,3,0,0,7,
"Lakefield",0,9,0,0,0,0,4,0,0,13,
"Lakeland",10,135,12,0,0,0,71,5,71,295,
"Lakes Creek",3,334,9,11,0,0,164,0,28,552,
"Lakeside",0,40,0,0,0,0,17,0,5,54,
"Lamb Island",8,219,0,5,0,7,155,0,37,435,
"Lamb Range",0,0,0,0,0,0,0,0,0,0,
"Lamington (Qld)",0,48,0,0,0,0,30,0,7,86,
"Lammermoor",16,1438,0,0,0,13,499,3,195,2166,
"Landers Shoot",15,120,0,0,0,0,98,0,27,256,
"Landsborough (Qld)",36,1959,12,3,0,21,1409,14,353,3811,
"Lanefield",0,69,0,0,0,0,21,0,19,103,
"Langlands",0,10,0,0,0,0,0,0,0,7,
"Langlo",0,44,0,0,0,0,0,0,8,50,
"Langshaw",0,114,0,0,0,3,50,0,11,172,
"Lannercost",0,94,0,0,0,0,19,0,12,123,
"Lansdowne (Qld)",0,6,0,0,0,0,3,0,0,11,
"Lanskey",0,34,0,0,0,0,19,0,5,65,
"Larapinta (Qld)",0,0,0,0,0,0,0,0,0,0,
"Laravale",0,122,0,0,0,0,46,0,18,191,
"Lark Hill",0,38,0,0,0,0,17,0,0,64,
"Laura (Qld)",0,102,0,0,0,0,60,0,61,233,
"Lavelle",0,10,0,0,0,0,7,0,3,28,
"Lawes",16,130,5,6,0,6,147,0,21,329,
"Lawgi Dawes",0,112,0,0,0,0,12,0,16,141,
"Lawn Hill",0,0,0,0,0,0,14,0,8,20,
"Lawnton",50,2983,38,11,0,58,1935,43,542,5660,
"Leafdale",0,20,0,0,0,0,4,0,0,24,
"Lefthand Branch",0,56,0,0,0,0,9,0,10,83,
"Leichhardt (Qld)",42,1970,25,13,0,27,1304,25,519,3914,
"Lemontree",0,38,0,0,0,0,5,0,5,49,
"Leslie",0,4,0,0,0,0,0,0,4,15,
"Leslie Dam",0,73,0,0,0,0,58,0,29,163,
"Lethebrook",0,44,0,0,0,0,10,0,0,54,
"Leyburn",0,298,0,0,0,6,107,7,55,481,
"Leydens Hill",0,7,0,0,0,0,0,0,0,7,
"Lilydale (Qld)",0,59,0,0,0,0,20,0,3,83,
"Lilyvale (Central Highlands - Qld)",0,46,0,0,0,0,0,0,0,51,
"Lilyvale (Toowoomba - Qld)",0,38,0,0,0,0,5,0,8,50,
"Limestone (Qld)",0,0,0,0,0,0,0,0,3,3,
"Limestone Creek",0,123,0,0,0,0,37,0,22,185,
"Limestone Ridges",0,78,0,0,0,0,21,0,19,117,
"Limevale",0,44,0,0,0,0,16,0,7,62,
"Linden (Qld)",0,17,0,0,0,0,7,0,0,21,
"Linthorpe",0,350,0,0,0,0,42,0,49,441,
"Linville",0,81,0,0,0,3,51,0,19,156,
"Little Mountain",97,6236,10,9,0,33,3215,34,577,10208,
"Little Mulgrave",0,110,0,0,0,0,98,3,36,246,
"Lizard",0,13,0,0,0,0,29,0,5,50,
"Llanarth (Qld)",0,32,0,0,0,0,6,0,10,48,
"Loch Lomond",0,78,0,0,0,0,22,0,6,109,
"Lochington",0,37,0,0,0,0,15,0,3,62,
"Lockhart River",0,576,0,0,0,3,58,0,84,723,
"Lockrose",0,321,0,0,0,0,159,0,77,568,
"Lockyer (Qld)",0,59,0,0,0,0,26,0,11,94,
"Lockyer Waters",5,284,0,0,0,3,144,6,114,560,
"Logan Central",128,3152,73,585,0,35,1365,46,557,5942,
"Logan Reserve",103,1770,33,116,6,32,1140,21,306,3521,
"Logan Village",50,2607,11,5,8,22,1330,6,385,4418,
"Loganholme",97,3457,38,47,0,36,2178,40,412,6303,
"Loganlea",132,3463,76,337,0,131,2270,40,874,7324,
"Lonesome Creek",0,139,0,0,0,0,20,0,14,168,
"Long Flat (Qld)",0,45,0,0,0,0,29,0,8,83,
"Long Pocket",0,144,0,0,0,0,34,5,15,195,
"Longreach (Qld)",23,2077,14,8,0,13,534,15,298,2968,
"Lota",24,1783,0,0,0,6,1213,9,216,3257,
"Lotus Creek",0,49,0,0,0,0,25,0,0,72,
"Low Isles",0,0,0,0,0,0,0,0,0,0,
"Lower Beechmont",7,474,0,3,0,9,430,12,110,1045,
"Lower Cowley",0,46,0,0,0,0,14,0,0,66,
"Lower Cressbrook",0,0,0,0,0,0,0,0,12,16,
"Lower Daintree",0,43,0,0,0,0,46,0,6,100,
"Lower Mount Walker",0,129,0,0,0,0,27,0,35,187,
"Lower Tenthill",0,181,0,0,0,0,36,0,33,252,
"Lower Tully",0,58,0,0,0,0,18,0,3,82,
"Lower Wonga",9,193,0,0,0,4,78,0,65,346,
"Lowesby",0,12,0,0,0,0,3,0,0,12,
"Lowestoff",0,28,0,0,0,0,0,0,3,37,
"Lowmead",0,102,0,0,0,0,31,0,17,159,
"Lowood",37,2301,5,3,0,22,1278,15,494,4159,
"Lucinda",5,288,0,0,0,0,64,0,51,403,
"Lumeah (Qld)",0,0,0,0,0,0,0,0,0,0,
"Lumholtz",0,0,0,0,0,0,0,0,0,0,
"Lundavra",0,71,0,0,0,0,15,0,5,98,
"Luscombe",0,174,0,0,0,0,102,0,29,307,
"Lutwyche",74,1352,171,78,0,48,1381,23,333,3455,
"Lynam",0,6,0,0,0,0,0,0,5,10,
"Lyndhurst (Qld)",0,6,0,0,0,0,5,0,0,12,
"Lyndside",0,0,0,0,0,0,0,0,0,0,
"Lyons (Qld)",0,11,0,0,0,0,13,0,8,31,
"Lyra",0,31,0,0,0,4,11,0,3,48,
"Lytton",0,9,0,0,0,0,3,0,4,9,
"Ma Ma Creek",0,109,0,0,0,10,19,0,18,147,
"Maadi",0,14,0,0,0,3,15,0,16,43,
"Maalan",0,19,0,0,0,0,5,0,7,26,
"Maaroom",0,141,0,0,0,0,49,0,21,220,
"Mabuiag Island",0,193,0,0,0,3,11,0,4,211,
"Macalister",0,128,0,0,0,0,14,0,8,158,
"Macalister Range",0,0,0,0,0,0,0,0,0,0,
"Macfarlane",0,11,0,0,0,0,0,0,0,14,
"Macgregor (Qld)",470,2287,174,128,0,125,2182,27,449,5847,
"Machans Beach",26,341,0,0,3,8,374,15,287,1046,
"Machine Creek",0,60,0,0,0,0,37,0,17,118,
"Mackay",55,1905,109,27,5,51,924,28,546,3655,
"Mackay Harbour",6,292,0,0,0,0,131,4,114,551,
"Mackenzie (Brisbane - Qld)",76,1360,57,44,0,11,442,10,92,2096,
"Mackenzie (Central Highlands - Qld)",0,22,0,0,0,0,5,0,8,35,
"Mackenzie River",0,43,0,0,0,0,7,0,18,69,
"Macknade",0,176,0,0,0,0,31,0,18,231,
"Maclagan",0,133,0,0,0,0,34,0,26,189,
"Macleay Island",43,1335,0,0,3,22,1016,18,254,2679,
"Magnolia",0,86,0,0,0,0,25,0,19,132,
"Maidenhead",0,10,0,0,0,0,3,0,0,14,
"Maidenwell",0,108,0,0,0,0,66,0,27,200,
"Main Beach",44,2071,37,20,20,16,1052,9,616,3883,
"Majors Creek (Qld)",0,220,0,0,0,0,67,0,41,329,
"Malanda",11,1166,0,0,0,6,545,5,243,1985,
"Malarga",0,9,0,0,0,0,0,0,3,16,
"Maleny",86,1845,16,0,3,32,1405,20,336,3737,
"Malling",0,18,0,0,0,0,4,0,5,28,
"Malmoe",0,23,0,0,0,0,12,0,5,35,
"Malpas-Trenton",0,25,0,0,0,0,0,0,0,24,
"Malu",0,8,0,0,0,0,3,0,11,18,
"Mamu",0,0,0,0,0,0,0,0,0,0,
"Manapouri",0,45,0,0,0,0,0,0,3,49,
"Mandalay",10,155,0,0,0,3,119,0,47,335,
"Maneroo",0,28,0,0,0,0,8,0,8,37,
"Mango Hill",96,4668,195,39,0,83,2703,47,597,8432,
"Manly (Qld)",37,2300,13,8,0,11,1295,22,366,4060,
"Manly West",119,7248,64,37,5,54,3515,48,879,11976,
"Mannuem",0,65,0,0,0,0,17,0,10,88,
"Manoora (Qld)",126,2864,50,32,5,79,1763,24,1085,6023,
"Mansfield (Qld)",289,5081,257,223,14,91,2075,52,615,8701,
"Mantuan Downs",0,26,0,0,0,0,4,0,0,34,
"Manumbar",0,36,0,0,0,0,9,0,9,51,
"Manunda",164,2550,179,3,0,80,1539,41,832,5394,
"Manyung",0,44,0,0,0,0,15,0,8,66,
"Mapleton",32,804,0,0,4,7,530,4,183,1564,
"Mapoon",0,164,0,0,0,0,141,0,16,313,
"Maramie",0,6,0,0,0,0,4,0,0,12,
"Marburg",3,556,0,0,0,3,228,5,78,873,
"Marcoola",49,1543,19,21,0,16,1211,31,294,3173,
"Marcus Beach",14,339,0,0,0,5,331,0,61,753,
"Mareeba",84,6978,32,120,5,50,2474,37,1301,11078,
"Margate (Qld)",89,4140,21,17,0,41,2499,38,561,7403,
"Maria Creeks",0,53,0,0,0,0,55,0,9,117,
"Marian",20,2603,9,0,0,7,918,6,347,3905,
"Marlborough",0,107,0,0,0,3,32,0,16,145,
"Marmadua",0,9,0,0,0,0,0,0,0,4,
"Marmor",0,139,0,0,0,0,48,0,21,212,
"Marodian",0,0,0,0,0,0,0,0,0,0,
"Maroochy River",22,851,3,3,0,5,494,5,142,1528,
"Maroochydore",224,8849,163,91,18,142,5467,103,1749,16798,
"Maroon",0,110,0,0,0,0,28,0,11,147,
"Maroondan",8,210,0,0,0,5,84,0,43,352,
"Marsden",362,6621,111,855,4,102,3963,84,1962,14071,
"Marshlands",0,4,0,0,0,0,5,0,5,15,
"Martyville",0,92,0,0,0,0,15,0,11,119,
"Maryborough (Qld)",108,9021,25,15,3,84,4590,65,1499,15407,
"Maryborough West",0,346,0,0,0,0,154,0,39,537,
"Marys Creek",5,45,0,0,0,5,11,0,14,83,
"Maryvale (Livingstone - Qld)",0,21,0,0,0,0,9,0,0,29,
"Maryvale (Southern Downs - Qld)",3,166,0,0,0,0,93,0,38,301,
"Masig Island",0,234,0,0,0,0,26,3,3,267,
"Massie",5,70,0,0,0,0,15,0,8,92,
"Maudsland",35,3089,40,28,0,27,1841,29,484,5571,
"Maxwelton",0,16,0,0,0,0,0,0,3,25,
"May Downs",0,68,0,0,0,0,17,0,4,94,
"McCutcheon",0,19,0,0,0,0,9,0,0,25,
"McDesme",0,227,0,0,0,0,30,0,18,273,
"McDowall",88,4595,108,34,8,20,1896,36,454,7237,
"McEwens Beach",0,144,0,0,0,0,32,0,24,197,
"McIlwraith",0,124,0,4,0,0,45,4,17,193,
"McIntosh Creek",0,65,0,0,0,0,47,0,8,120,
"McKinlay",0,107,4,0,0,5,40,4,22,177,
"Meadowbrook",71,1660,41,102,3,48,819,21,353,3113,
"Meadowvale",3,294,0,0,0,0,104,0,73,475,
"Meandarra",0,199,4,0,0,3,43,0,18,263,
"Meikleville Hill",5,254,0,0,0,0,133,4,64,466,
"Melawondi",0,14,0,0,0,0,17,0,6,36,
"Meldale",0,131,0,0,0,0,76,0,11,221,
"Melrose (Qld)",0,0,0,0,0,0,0,0,0,0,
"Memerambi",0,195,0,0,0,0,55,0,23,274,
"Mena Creek",0,99,0,0,0,5,92,0,40,240,
"Mentmore",0,0,0,0,0,0,0,0,0,0,
"Menzies (Qld)",18,482,24,3,0,6,282,8,164,984,
"Mer Island",0,354,0,0,0,0,20,5,78,453,
"Meridan Plains",43,1944,27,0,0,12,1312,15,317,3675,
"Meringandan",0,339,0,0,0,0,121,0,24,489,
"Meringandan West",13,1507,6,4,0,3,522,11,145,2215,
"Merlwood",0,49,0,0,0,0,38,0,6,88,
"Mermaid Beach",102,3137,23,20,29,45,2400,38,745,6530,
"Mermaid Waters",299,6603,38,35,36,86,3825,69,1052,12042,
"Merrimac",129,3691,35,37,14,39,2249,36,851,7070,
"Merritts Creek",0,56,0,0,0,0,20,0,11,85,
"Merryburn",0,131,0,0,0,0,39,3,10,187,
"Merryvale",0,11,0,0,0,0,0,0,9,20,
"Mexico",0,24,0,0,0,0,7,0,0,28,
"Mia Mia (Qld)",0,87,0,0,0,0,13,0,12,123,
"Miallo",0,218,0,0,0,0,117,0,47,377,
"Miami",96,3366,23,14,13,26,2514,44,749,6846,
"Miara",0,31,0,0,0,0,3,0,3,34,
"Mica Creek",0,129,0,0,0,0,30,0,37,198,
"Middle Park (Qld)",151,2201,166,25,6,26,1131,20,218,3955,
"Middle Ridge",91,5176,103,107,3,16,1155,14,474,7142,
"Middlebrook",0,32,0,0,0,0,16,0,6,54,
"Middlemount",7,1107,12,10,0,3,444,3,251,1840,
"Middleton (Qld)",0,7,0,0,0,0,3,0,0,11,
"Midge Point",3,289,0,0,0,0,107,0,62,458,
"Midgee (Qld)",0,31,0,0,0,0,6,0,5,48,
"Midgenoo",4,23,0,0,0,0,12,0,9,50,
"Midgeree Bar",8,15,0,0,0,0,23,0,3,51,
"Mighell",9,230,0,0,0,18,84,3,35,379,
"Milbong",0,124,0,0,0,0,29,0,10,163,
"Miles",3,1114,14,0,0,8,338,6,266,1750,
"Miles End",0,148,0,0,0,0,82,0,29,265,
"Milford",0,153,0,0,0,4,32,0,20,203,
"Millaa Millaa",0,259,0,0,0,3,184,5,57,512,
"Millaroo",0,56,0,0,0,0,35,0,5,96,
"Millbank (Qld)",18,1545,18,16,0,11,653,15,245,2517,
"Millchester",0,347,0,0,0,7,133,0,58,542,
"Millmerran",3,1110,3,5,0,6,258,0,179,1568,
"Millmerran Downs",0,41,0,0,0,0,25,0,25,89,
"Millmerran Woods",0,38,0,0,0,0,28,0,28,89,
"Millstream (Qld)",9,539,0,0,0,9,387,12,294,1246,
"Millwood",0,13,0,0,0,0,3,0,4,22,
"Milman",0,87,0,0,0,0,13,0,10,108,
"Milora",0,63,0,0,0,0,30,0,17,108,
"Milton (Qld)",28,914,44,47,3,18,916,27,278,2273,
"Mimosa (Qld)",0,10,0,0,0,0,12,0,0,30,
"Min Min",0,0,0,0,0,0,0,0,0,0,
"Minbun",0,53,0,0,0,0,13,0,6,73,
"Minden",4,790,0,10,0,4,295,0,94,1203,
"Minerva",0,50,0,0,0,0,5,0,0,48,
"Mingo",0,11,0,0,0,0,0,0,0,11,
"Mingoola (Qld)",0,18,0,0,0,0,6,0,0,17,
"Minnamoolka",0,25,0,0,0,0,7,0,5,34,
"Minnie Downs",0,14,0,0,0,0,0,0,0,14,
"Minyama",18,1582,19,9,4,4,735,9,172,2544,
"Mirani",7,993,0,0,0,8,376,0,157,1535,
"Miriam Vale",3,312,0,0,0,0,162,0,39,511,
"Mirriwinni",0,315,0,0,0,4,87,0,47,452,
"Missen Flat",0,14,0,0,0,0,4,0,4,18,
"Mission Beach",7,420,0,0,0,25,270,7,82,811,
"Mission River",0,441,0,0,0,0,423,0,121,989,
"Mistake Creek",0,27,0,0,0,0,0,0,9,36,
"Mitchell (Qld)",4,742,0,0,0,0,205,0,83,1031,
"Mitchelton",107,4747,56,38,11,30,2948,75,540,8558,
"Miva",0,47,0,0,0,0,8,0,5,55,
"Moa Island",0,349,0,0,0,0,27,0,74,443,
"Moffat Beach",28,1396,3,0,0,0,877,19,223,2556,
"Moffatdale",0,120,0,0,0,0,45,0,11,179,
"Moggill",83,2503,105,33,0,30,1531,31,324,4642,
"Molangul",0,14,0,0,0,0,0,0,0,14,
"Molendinar",148,3458,68,66,16,40,2079,25,480,6378,
"Mon Repos",0,18,0,0,0,0,12,0,6,27,
"Mona Mona",0,12,0,0,0,0,14,0,11,31,
"Mona Park",0,79,0,0,0,0,15,0,7,106,
"Monal",0,25,0,0,0,0,4,0,4,33,
"Monduran",0,59,0,0,0,0,10,0,17,89,
"Mondure",0,64,0,0,0,0,29,0,11,99,
"Monkland",10,638,0,0,0,9,362,9,89,1121,
"Monogorilby",0,34,0,0,0,0,12,0,3,44,
"Mons",6,483,5,0,0,0,357,7,84,945,
"Monsildale",0,8,0,0,0,0,5,0,5,20,
"Monto",3,789,0,0,0,4,225,3,166,1191,
"Montrose (Southern Downs - Qld)",0,0,0,0,0,0,0,0,0,0,
"Montrose (Western Downs - Qld)",0,42,0,0,0,0,12,0,8,65,
"Montville",19,499,0,0,0,11,371,9,70,971,
"Moodlu",0,189,0,0,0,0,90,0,36,320,
"Mooga",0,12,0,0,0,0,8,0,3,21,
"Moogerah",0,138,0,0,0,0,57,0,37,232,
"Moola",0,75,0,0,0,0,27,0,21,121,
"Moolboolaman",9,241,0,0,0,11,116,0,67,439,
"Mooloo",0,101,0,4,0,0,29,0,10,142,
"Mooloolaba",105,3782,90,42,9,58,2649,59,940,7736,
"Mooloolah Valley",67,1662,3,0,0,11,1275,25,284,3325,
"Moombra",0,12,0,0,0,0,0,0,0,11,
"Moombria",0,0,0,0,0,0,0,0,0,0,
"Moomin",0,74,0,0,0,0,45,0,11,135,
"Moondooner",0,54,0,0,0,0,7,0,3,57,
"Moonford",0,104,0,0,0,0,37,0,17,163,
"Moongan",0,66,0,0,0,0,24,3,24,118,
"Moonie",0,139,0,0,0,0,14,0,36,192,
"Moorang",0,41,0,0,0,0,8,0,0,48,
"Moore",0,173,0,0,0,0,72,3,46,297,
"Moore Park Beach",28,1438,0,0,0,14,808,8,344,2646,
"Moores Pocket",4,505,0,0,0,5,143,9,74,741,
"Moorina (Qld)",10,240,0,0,0,0,127,0,42,414,
"Moorland (Qld)",0,164,0,0,0,0,71,0,34,271,
"Mooroobool",169,3944,195,5,0,66,2041,41,746,7221,
"Moorooka",202,4972,192,336,17,150,3635,61,810,10366,
"Moraby",0,29,0,0,0,0,6,0,3,44,
"Moranbah",102,5069,71,30,0,43,2244,33,1143,8735,
"Morayfield",191,11462,39,47,3,120,7556,124,1860,21391,
"Moregatta",0,9,0,0,0,0,0,0,0,9,
"Morella",0,30,0,0,0,0,4,0,5,34,
"Moresby (Qld)",0,102,0,0,0,8,25,0,4,148,
